"","GridSize","alpha","lambda","beta","type","c","l","SpectralNorm","SpectralNormTaper","SpectralNormSepTaper"
"82",40,1,6,0,"rectangular",1,19,49.9088850962429,45.5590522077234,39.9300946505696
"83",50,1,6,0,"rectangular",1,19,84.8017133697137,57.5143191223144,29.684898708647
"84",60,1,6,0,"rectangular",1,19,142.095330285359,69.2354943284401,63.7955227974711
"85",10,1,6,0,"rectangular",1,21,10.5628038664139,10.5628038664139,4.93927911699163
"86",20,1,6,0,"rectangular",1,21,19.2467574056436,19.2467574056436,8.0086386810006
"87",30,1,6,0,"rectangular",1,21,35.0063032720119,32.9283444722024,14.5464097106254
"88",40,1,6,0,"rectangular",1,21,49.9088850962429,46.3080064635695,40.0287615564212
"89",50,1,6,0,"rectangular",1,21,84.8017133697137,59.1196279566713,31.0424661545458
"90",60,1,6,0,"rectangular",1,21,142.095330285359,72.8955000968408,65.1498457623862
"91",10,1,8,0,"rectangular",1,13,14.71640185238,14.71640185238,10.9617709230323
"92",20,1,8,0,"rectangular",1,13,21.2118845047598,22.4914766628282,14.2688220708061
"93",30,1,8,0,"rectangular",1,13,42.2259599273688,46.8115556033113,36.7112108135447
"94",40,1,8,0,"rectangular",1,13,60.0732973166696,83.6835233664119,51.8178983106138
"95",50,1,8,0,"rectangular",1,13,77.5879192576253,92.1087553619589,59.4780372675724
"96",60,1,8,0,"rectangular",1,13,99.780281246247,83.5782180280975,43.8693532203158
"97",10,1,8,0,"rectangular",1,15,14.71640185238,14.71640185238,10.9617709230323
"98",20,1,8,0,"rectangular",1,15,21.2118845047598,21.3676548894568,14.3200982016525
"99",30,1,8,0,"rectangular",1,15,42.2259599273688,37.3670646351977,28.9737609965565
"100",40,1,8,0,"rectangular",1,15,60.0732973166696,70.8787498081731,41.5247959430105
"101",50,1,8,0,"rectangular",1,15,77.5879192576253,87.7615338421962,55.3029170227029
"102",60,1,8,0,"rectangular",1,15,99.780281246247,83.9215688464528,42.241607892118
"103",10,1,8,0,"rectangular",1,17,14.71640185238,14.71640185238,10.9617709230323
"104",20,1,8,0,"rectangular",1,17,21.2118845047598,21.317769581233,14.7917640006736
"105",30,1,8,0,"rectangular",1,17,42.2259599273688,34.8341127319188,24.0295158136524
"106",40,1,8,0,"rectangular",1,17,60.0732973166696,56.4520460104606,32.438133834399
"107",50,1,8,0,"rectangular",1,17,77.5879192576253,80.8780990017331,51.7957913557541
"108",60,1,8,0,"rectangular",1,17,99.780281246247,83.6029141080511,44.1064964233219
"109",10,1,8,0,"rectangular",1,19,14.71640185238,14.71640185238,10.9617709230323
"110",20,1,8,0,"rectangular",1,19,21.2118845047598,21.2118845047598,14.7571183545215
"111",30,1,8,0,"rectangular",1,19,42.2259599273688,38.4837150468043,24.5746042372704
"112",40,1,8,0,"rectangular",1,19,60.0732973166696,45.5576945990255,25.2296078600128
"113",50,1,8,0,"rectangular",1,19,77.5879192576253,72.1073787650633,49.1438569102276
"114",60,1,8,0,"rectangular",1,19,99.780281246247,81.5985647924508,48.3063922413907
"115",10,1,8,0,"rectangular",1,21,14.71640185238,14.71640185238,10.9617709230323
"116",20,1,8,0,"rectangular",1,21,21.2118845047598,21.2118845047598,14.7571183545215
"117",30,1,8,0,"rectangular",1,21,42.2259599273688,40.599540570046,25.7191992428757
"118",40,1,8,0,"rectangular",1,21,60.0732973166696,50.6183009150703,21.6032677276838
"119",50,1,8,0,"rectangular",1,21,77.5879192576253,63.7513617337218,47.1654355388948
"120",60,1,8,0,"rectangular",1,21,99.780281246247,77.6538434442815,53.6995670699629
"121",10,1,10,0,"rectangular",1,13,19.4219127664432,19.4219127664432,13.1022202611156
"122",20,1,10,0,"rectangular",1,13,30.0950330714097,34.9113148686736,15.8066831128838
"123",30,1,10,0,"rectangular",1,13,45.3121464525491,72.4971199316384,47.7832639822481
"124",40,1,10,0,"rectangular",1,13,72.9186059168885,113.989129656877,90.3018220244328
"125",50,1,10,0,"rectangular",1,13,94.8174263556274,150.113657471254,109.978103793417
"126",60,1,10,0,"rectangular",1,13,181.484345242818,154.128306418219,114.045475691927
"127",10,1,10,0,"rectangular",1,15,19.4219127664432,19.4219127664432,13.1022202611156
"128",20,1,10,0,"rectangular",1,15,30.0950330714097,31.5596506549559,13.3895665976656
"129",30,1,10,0,"rectangular",1,15,45.3121464525491,60.2032392134558,36.2685204837453
"130",40,1,10,0,"rectangular",1,15,72.9186059168885,97.3889432987722,76.4512190156553
"131",50,1,10,0,"rectangular",1,15,94.8174263556274,139.894832524771,98.0090606378232
"132",60,1,10,0,"rectangular",1,15,181.484345242818,148.889427517957,106.372036993335
"133",10,1,10,0,"rectangular",1,17,19.4219127664432,19.4219127664432,13.1022202611156
"134",20,1,10,0,"rectangular",1,17,30.0950330714097,30.2659282098367,12.5694134715283
"135",30,1,10,0,"rectangular",1,17,45.3121464525491,47.8229482593736,24.8593932007299
"136",40,1,10,0,"rectangular",1,17,72.9186059168885,80.1110477168827,64.0354908803665
"137",50,1,10,0,"rectangular",1,17,94.8174263556274,129.085055323475,87.3217998856743
"138",60,1,10,0,"rectangular",1,17,181.484345242818,143.875229186739,101.540521859276
"139",10,1,10,0,"rectangular",1,19,19.4219127664432,19.4219127664432,13.1022202611156
"140",20,1,10,0,"rectangular",1,19,30.0950330714097,30.0950330714097,12.4478312240855
"141",30,1,10,0,"rectangular",1,19,45.3121464525491,39.5911424452797,18.8657777573675
"142",40,1,10,0,"rectangular",1,19,72.9186059168885,64.7450071744438,54.0846750940697
"143",50,1,10,0,"rectangular",1,19,94.8174263556274,116.874755952924,76.7696909545182
"144",60,1,10,0,"rectangular",1,19,181.484345242818,138.699480481878,98.4798021623267
"145",10,1,10,0,"rectangular",1,21,19.4219127664432,19.4219127664432,13.1022202611156
"146",20,1,10,0,"rectangular",1,21,30.0950330714097,30.0950330714097,12.4478312240855
"147",30,1,10,0,"rectangular",1,21,45.3121464525491,41.3161683833805,19.8979665108059
"148",40,1,10,0,"rectangular",1,21,72.9186059168885,55.1590124966838,47.4327479636407
"149",50,1,10,0,"rectangular",1,21,94.8174263556274,102.395649920136,64.7099689677514
"150",60,1,10,0,"rectangular",1,21,181.484345242818,131.370743985289,95.1509056532092
