"","GridSize","seed","alpha","lambda","beta","type","SpectralNorm","SpectralNormTaper","FrobNorm","FrobNormTaper","SpectralNormSepKron","FrobNormSepKron","L1Selected","L2Selected"
"1564",60,64,1,2,0,"rectangular",23.0145329518685,8.21448803454769,78.2823450985029,41.6381587247244,4.35958567273866,21.6938628196447,14,8
"1565",60,65,1,2,0,"rectangular",29.5061733265821,7.33421317564907,91.0838252139508,39.2629078870076,7.74020790517884,48.1993251722385,7,13
"1566",60,66,1,2,0,"rectangular",31.0791875561028,2.24723862179407,82.8789012327523,19.3029586348298,4.80496246753742,23.7462607787325,5,6
"1567",60,67,1,2,0,"rectangular",17.5425662282135,2.86437170184309,74.0272200554052,17.3481421275805,3.74676376067606,17.7771079112257,6,5
"1568",60,68,1,2,0,"rectangular",26.5253244357136,4.48209645978206,82.728413758376,21.5924284307395,5.85402716125854,29.0104425603498,5,5
"1569",60,69,1,2,0,"rectangular",20.5976801658966,3.45396209469461,77.1588770405657,29.1049662605912,4.60657918686275,26.3490808867966,8,11
"1570",60,70,1,2,0,"rectangular",29.5724103118259,3.88003680670329,84.2394380713046,27.7390796613047,6.92371671693418,39.6862224181899,5,6
"1571",60,71,1,2,0,"rectangular",17.887433006156,3.70699371495117,83.0022959852672,19.5639118531359,3.85056899270123,16.2364851600985,5,5
"1572",60,72,1,2,0,"rectangular",16.2558959920966,3.53239966711431,80.1405638480337,21.9567978765365,1.34755325961975,11.6635842576312,8,6
"1573",60,73,1,2,0,"rectangular",26.1795568623001,2.84818024716359,88.7773194236108,23.2890765398937,2.50655977791724,23.4258251522157,6,6
"1574",60,74,1,2,0,"rectangular",15.4098853931209,2.94899873279491,70.6332581583367,20.2145140792451,2.41454608735607,16.0517149308206,8,5
"1575",60,75,1,2,0,"rectangular",27.3632986044051,4.12758588497598,83.7565858775654,25.9788539142036,5.44847786462443,32.8210512435682,4,7
"1576",60,76,1,2,0,"rectangular",20.4288646842741,8.15151573641215,79.8433911194522,39.5755212843194,6.91328348167009,40.9904391767633,5,7
"1577",60,77,1,2,0,"rectangular",28.3180417489132,5.64631837472682,88.5692265506546,34.4291919424414,3.60370072749767,20.4808477048105,10,7
"1578",60,78,1,2,0,"rectangular",23.5172455271641,2.15536639126529,82.5474646664644,15.5168349246712,1.79559331933178,15.684846966324,6,5
