GridSize;seed;l;alpha;lambda;beta;type;SNorm;SNormTapered;SNormSeparTapered
10;95;8;1;8;1;rectangular;4.259325377;4.18873985;6.252176828
10;96;8;1;8;1;rectangular;7.081290831;7.077487777;8.038571209
10;97;8;1;8;1;rectangular;10.48014129;10.46443341;7.573902638
10;98;8;1;8;1;rectangular;9.297148654;9.298971438;9.382291359
10;99;8;1;8;1;rectangular;8.818840027;8.817733438;9.279483221
10;100;8;1;8;1;rectangular;8.97806569;8.994671188;8.920746195
10;1;8;1;10;1;rectangular;8.498873198;8.506628438;9.808797381
10;2;8;1;10;1;rectangular;7.387091564;7.385412657;8.09226764
10;3;8;1;10;1;rectangular;8.452320394;8.44638366;9.686098942
10;4;8;1;10;1;rectangular;8.881533771;8.862232054;10.01526287
10;5;8;1;10;1;rectangular;7.327108011;7.31076465;9.50088603
10;6;8;1;10;1;rectangular;9.982898382;9.982164272;10.2769647
10;7;8;1;10;1;rectangular;9.192828662;9.138669953;7.162144628
10;8;8;1;10;1;rectangular;7.212759541;7.193642772;8.354350733
10;9;8;1;10;1;rectangular;9.137885953;9.140662892;9.319424791
10;10;8;1;10;1;rectangular;8.496022714;8.499422296;9.302380923
10;11;8;1;10;1;rectangular;9.330343233;9.333312863;10.02029978
10;12;8;1;10;1;rectangular;8.580330873;8.577716829;9.816428666
10;13;8;1;10;1;rectangular;8.91026464;8.90046113;10.06884374
10;14;8;1;10;1;rectangular;6.374993475;6.34733767;6.478418417
10;15;8;1;10;1;rectangular;4.860037073;4.843522327;7.273978985
10;16;8;1;10;1;rectangular;9.620857286;9.618757174;10.17831931
10;17;8;1;10;1;rectangular;9.157457499;9.160486249;9.849234556
10;18;8;1;10;1;rectangular;10.98644415;10.93695514;9.098149898
10;19;8;1;10;1;rectangular;9.006640283;9.003722219;9.874453014
10;20;8;1;10;1;rectangular;7.989507413;7.983275369;8.982313182
10;21;8;1;10;1;rectangular;9.420094896;9.427111645;10.04805074
10;22;8;1;10;1;rectangular;8.065054567;8.027557526;6.763119398
10;23;8;1;10;1;rectangular;10.17637378;10.18134247;10.33277605
10;24;8;1;10;1;rectangular;8.8979106;8.904998912;9.778547898
10;25;8;1;10;1;rectangular;8.833339463;8.81957634;9.970380288
10;26;8;1;10;1;rectangular;7.705755886;7.684490048;9.60723225
10;27;8;1;10;1;rectangular;7.76167184;7.730772616;7.02484009
10;28;8;1;10;1;rectangular;8.212909664;8.213436923;9.446302703
10;29;8;1;10;1;rectangular;8.658197813;8.643106573;9.918548861
10;30;8;1;10;1;rectangular;8.976261047;8.969438493;9.415150378
10;31;8;1;10;1;rectangular;7.83830786;7.830046631;9.141347385
10;32;8;1;10;1;rectangular;8.429036918;8.418128622;10.15377795
10;33;8;1;10;1;rectangular;10.15578931;10.1585735;10.38655224
10;34;8;1;10;1;rectangular;8.408507032;8.382324062;9.605266546
10;35;8;1;10;1;rectangular;9.133082959;9.131099688;9.750553204
10;36;8;1;10;1;rectangular;6.242466408;6.221145119;8.836342231
10;37;8;1;10;1;rectangular;9.469404089;9.469904292;9.91078976
10;38;8;1;10;1;rectangular;9.284948804;9.275903159;10.14730524
10;39;8;1;10;1;rectangular;8.047271306;8.047203113;9.61479573
10;40;8;1;10;1;rectangular;9.234350627;9.213986026;9.853903674
10;41;8;1;10;1;rectangular;8.045544545;8.027054516;9.309412688
10;42;8;1;10;1;rectangular;7.949979478;7.936858368;8.341712516
10;43;8;1;10;1;rectangular;8.591001004;8.588471799;9.823252726
10;44;8;1;10;1;rectangular;8.696954054;8.70430188;8.574305314
10;45;8;1;10;1;rectangular;7.562101371;7.548956592;8.789995259
10;46;8;1;10;1;rectangular;7.759172514;7.75481718;8.952469405
10;47;8;1;10;1;rectangular;8.957342767;8.951082939;10.08086508
10;48;8;1;10;1;rectangular;13.26368428;13.25145362;12.28022641
10;49;8;1;10;1;rectangular;7.754676565;7.765540642;8.67073516
10;50;8;1;10;1;rectangular;8.997298199;8.991816878;9.550993525
10;51;8;1;10;1;rectangular;9.530109286;9.530172811;9.969942646
10;52;8;1;10;1;rectangular;9.226761229;9.22057316;9.847275924
10;53;8;1;10;1;rectangular;5.375255532;5.329203676;7.986836709
10;54;8;1;10;1;rectangular;6.808677823;6.761333569;6.108829421
10;55;8;1;10;1;rectangular;5.430220277;5.43201788;6.427638044
10;56;8;1;10;1;rectangular;8.498882944;8.499529749;9.934259543
10;57;8;1;10;1;rectangular;8.822400661;8.777556928;9.061850491
10;58;8;1;10;1;rectangular;9.180368386;9.183441724;9.757376884
10;59;8;1;10;1;rectangular;5.616484753;5.552173459;5.402806549
10;60;8;1;10;1;rectangular;8.435941952;8.426116636;9.741249015
10;61;8;1;10;1;rectangular;8.801066705;8.798949971;9.912636937
10;62;8;1;10;1;rectangular;9.683039568;9.692165973;9.704898336
10;63;8;1;10;1;rectangular;9.095734458;9.083702847;5.669156025
10;64;8;1;10;1;rectangular;8.765228883;8.781983407;9.486126001
10;65;8;1;10;1;rectangular;5.340327221;5.249494281;6.614633711
10;66;8;1;10;1;rectangular;8.691648237;8.686076812;9.594779784
10;67;8;1;10;1;rectangular;8.236881132;8.2366834;9.218099931
10;68;8;1;10;1;rectangular;9.06028471;9.068611914;10.02548038
10;69;8;1;10;1;rectangular;9.695353013;9.697090396;10.21206427
10;70;8;1;10;1;rectangular;7.980199768;7.96051517;9.416975432
10;71;8;1;10;1;rectangular;9.570556776;9.559531699;10.12937165
10;72;8;1;10;1;rectangular;7.63252595;7.632263898;9.308525439
10;73;8;1;10;1;rectangular;9.393434352;9.381245082;10.07764034
10;74;8;1;10;1;rectangular;6.108994825;6.091715688;8.365025787
10;75;8;1;10;1;rectangular;9.111177042;9.103239663;9.942538092
10;76;8;1;10;1;rectangular;10.06158229;10.06191932;10.45105114
10;77;8;1;10;1;rectangular;8.576840225;8.564169568;9.412882761
10;78;8;1;10;1;rectangular;9.991630922;9.992786246;10.22225267
10;79;8;1;10;1;rectangular;8.807586496;8.800626409;9.134980181
10;80;8;1;10;1;rectangular;9.210467813;9.215964937;10.06901684
10;81;8;1;10;1;rectangular;8.440656434;8.446273857;9.361629159
10;82;8;1;10;1;rectangular;10.01568542;10.0190208;10.31505278
10;83;8;1;10;1;rectangular;7.497851977;7.519754496;7.906045158
10;84;8;1;10;1;rectangular;8.959101822;8.951285208;10.03877293
10;85;8;1;10;1;rectangular;8.941902849;8.928109118;9.871292272
10;86;8;1;10;1;rectangular;8.373874579;8.368054864;9.748828608
10;87;8;1;10;1;rectangular;5.123546715;5.064915396;5.440408563
10;88;8;1;10;1;rectangular;8.420629761;8.417180695;9.279923375
10;89;8;1;10;1;rectangular;8.352539609;8.308146274;6.828889632
10;90;8;1;10;1;rectangular;9.483123976;9.482666824;10.25307777
10;91;8;1;10;1;rectangular;9.138730939;9.15194946;9.578943701
10;92;8;1;10;1;rectangular;8.913485681;8.909603403;9.647467571
10;93;8;1;10;1;rectangular;8.886057933;8.889119468;9.645882615
10;94;8;1;10;1;rectangular;6.768371645;6.733654224;8.118537219
10;95;8;1;10;1;rectangular;5.962185378;5.962238779;6.993969378
10;96;8;1;10;1;rectangular;5.170064683;5.119779184;6.051895689
10;97;8;1;10;1;rectangular;8.811427411;8.761620075;7.120494386
10;98;8;1;10;1;rectangular;7.136799885;7.140555888;8.73147351
10;99;8;1;10;1;rectangular;9.633862769;9.639514693;9.863481368
10;100;8;1;10;1;rectangular;9.937404189;9.939838499;10.28111406
20;1;8;1;6;1;rectangular;6.569844177;6.237181723;9.334905622
20;2;8;1;6;1;rectangular;14.34420601;11.88221844;8.351211324
20;3;8;1;6;1;rectangular;8.160970023;7.568393871;9.686515654
20;4;8;1;6;1;rectangular;7.754708425;6.933589911;8.663223623
20;5;8;1;6;1;rectangular;6.431449344;5.373121038;8.516533889
20;6;8;1;6;1;rectangular;9.055391305;9.296528827;8.876989417
20;7;8;1;6;1;rectangular;11.53633986;8.653700189;6.298928623
20;8;8;1;6;1;rectangular;9.227592104;9.055468132;9.158897719
20;9;8;1;6;1;rectangular;8.639160427;8.001079339;9.681500611
20;10;8;1;6;1;rectangular;7.367306453;6.288510277;9.446646981
20;11;8;1;6;1;rectangular;8.370286601;7.868952938;9.481813374
20;12;8;1;6;1;rectangular;8.287871567;6.450889205;9.002930833
20;13;8;1;6;1;rectangular;9.296417508;8.668735136;8.996099411
20;14;8;1;6;1;rectangular;10.22159385;7.751775993;7.37214896
20;15;8;1;6;1;rectangular;6.419785794;5.845727239;7.883356946
20;16;8;1;6;1;rectangular;8.944301296;8.083428927;9.364348232
20;17;8;1;6;1;rectangular;7.396603024;6.9459547;8.31611591
20;18;8;1;6;1;rectangular;10.91801443;6.703254693;7.199002513
20;19;8;1;6;1;rectangular;9.437272687;9.037240589;9.439268096
20;20;8;1;6;1;rectangular;10.24034685;4.458969763;6.633358052
20;21;8;1;6;1;rectangular;7.546218177;5.810940968;9.22539479
20;22;8;1;6;1;rectangular;12.56155256;7.272879054;7.115360674
20;23;8;1;6;1;rectangular;8.726471893;7.605465197;9.521784382
20;24;8;1;6;1;rectangular;9.954281307;9.87039044;10.05542452
20;25;8;1;6;1;rectangular;6.39619601;5.985112969;7.99625261
20;26;8;1;6;1;rectangular;6.862141078;6.237596775;5.93099374
20;27;8;1;6;1;rectangular;9.809399002;6.528480489;7.758092477
20;28;8;1;6;1;rectangular;11.32150187;7.301893764;5.876477131
20;29;8;1;6;1;rectangular;10.6372541;7.434317691;9.350683182
20;30;8;1;6;1;rectangular;8.794425052;7.524429887;9.164075007
20;31;8;1;6;1;rectangular;9.123393188;8.147426488;9.672475455
20;32;8;1;6;1;rectangular;7.709114095;7.885628677;8.862103163
20;33;8;1;6;1;rectangular;9.319008378;9.159049766;9.863778352
20;34;8;1;6;1;rectangular;8.902373472;9.055337821;9.494572319
20;35;8;1;6;1;rectangular;12.03278236;7.939881118;8.45188511
20;36;8;1;6;1;rectangular;5.747425208;4.08611748;8.723326485
20;37;8;1;6;1;rectangular;9.163271938;8.049997086;8.825250094
20;38;8;1;6;1;rectangular;9.470486039;8.784760057;9.713028162
20;39;8;1;6;1;rectangular;7.033275673;6.798061332;9.160829223
20;40;8;1;6;1;rectangular;8.690208736;8.716372188;8.526240507
20;41;8;1;6;1;rectangular;8.198926592;7.461287496;7.925930897
20;42;8;1;6;1;rectangular;12.03361926;10.04200431;9.293143079
20;43;8;1;6;1;rectangular;6.952631348;5.807736249;8.00873007
20;44;8;1;6;1;rectangular;7.407109975;5.639518624;7.320374247
20;45;8;1;6;1;rectangular;16.53863829;12.7112512;9.862881179
20;46;8;1;6;1;rectangular;4.48162265;4.271566002;7.512872219
20;47;8;1;6;1;rectangular;7.679171926;6.001902659;8.342994333
20;48;8;1;6;1;rectangular;21.88820453;15.98641948;8.517738941
20;49;8;1;6;1;rectangular;9.031440308;8.572246392;9.115096342
20;50;8;1;6;1;rectangular;9.188701818;8.417477923;9.323688409
20;51;8;1;6;1;rectangular;10.07379955;6.814368589;8.458479813
20;52;8;1;6;1;rectangular;12.2283631;9.887215561;10.03924971
20;53;8;1;6;1;rectangular;5.24816532;3.519073538;7.764789641
20;54;8;1;6;1;rectangular;11.18020465;7.353536468;7.293332261
20;55;8;1;6;1;rectangular;6.012749561;4.392279631;7.472861393
20;56;8;1;6;1;rectangular;8.23119454;8.272351358;9.845253657
20;57;8;1;6;1;rectangular;18.51067265;14.07647222;9.871317159
20;58;8;1;6;1;rectangular;10.1000259;8.557820282;8.550379878
20;59;8;1;6;1;rectangular;9.662891075;3.722447434;6.536323291
20;60;8;1;6;1;rectangular;7.486949817;6.009842241;9.336969622
20;61;8;1;6;1;rectangular;7.394909553;6.65864158;8.84592226
20;62;8;1;6;1;rectangular;17.6939062;10.94900892;9.920940587
20;63;8;1;6;1;rectangular;7.016653903;5.598225436;7.924236815
20;64;8;1;6;1;rectangular;12.5505462;8.8675985;6.006503878
20;65;8;1;6;1;rectangular;11.79431531;6.823411727;6.966577499
20;66;8;1;6;1;rectangular;8.181995835;7.331850365;9.185128424
20;67;8;1;6;1;rectangular;8.273128232;6.458625441;8.639422979
20;68;8;1;6;1;rectangular;7.051940188;6.36078947;7.698190475
20;69;8;1;6;1;rectangular;8.361949293;6.49888944;8.037793568
20;70;8;1;6;1;rectangular;9.477251086;9.469315348;9.788170705
20;71;8;1;6;1;rectangular;9.350570767;8.490676138;9.649941055
20;72;8;1;6;1;rectangular;6.704906798;6.037545538;8.373759674
20;73;8;1;6;1;rectangular;9.124394889;8.506422063;9.372014181
20;74;8;1;6;1;rectangular;12.13827357;6.333716175;6.593565468
20;75;8;1;6;1;rectangular;8.642713183;8.486900015;9.089998439
20;76;8;1;6;1;rectangular;7.617244221;7.160270582;9.375362152
20;77;8;1;6;1;rectangular;8.358699858;7.48558211;8.488459309
20;78;8;1;6;1;rectangular;9.542955761;8.117045871;9.101636899
20;79;8;1;6;1;rectangular;16.19208355;12.03805086;9.348572996
20;80;8;1;6;1;rectangular;8.694090271;8.805356484;9.688438458
20;81;8;1;6;1;rectangular;7.643854849;6.192882028;9.365266274
20;82;8;1;6;1;rectangular;9.413648297;10.20847277;8.393398869
20;83;8;1;6;1;rectangular;5.400032329;4.423430761;7.286399032
20;84;8;1;6;1;rectangular;7.029687207;5.010895962;8.3126076
20;85;8;1;6;1;rectangular;13.49977029;7.095599326;8.658263165
20;86;8;1;6;1;rectangular;7.21503363;6.59570136;9.308945633
20;87;8;1;6;1;rectangular;9.400280636;6.662834279;7.090593883
20;88;8;1;6;1;rectangular;15.80478412;8.931046662;9.118712522
20;89;8;1;6;1;rectangular;11.78923891;8.041736363;7.87376101
20;90;8;1;6;1;rectangular;6.758995282;6.70368533;7.542836502
20;91;8;1;6;1;rectangular;17.45598497;11.96371017;9.798644773
20;92;8;1;6;1;rectangular;7.659575772;6.628492229;8.888546913
20;93;8;1;6;1;rectangular;8.881875989;5.159879336;7.11034867
20;94;8;1;6;1;rectangular;17.91176125;13.73963155;6.493761343
20;95;8;1;6;1;rectangular;10.19378443;9.367456791;6.949750762
20;96;8;1;6;1;rectangular;15.88457433;8.710294339;4.998328974
20;97;8;1;6;1;rectangular;12.17194706;6.55555166;5.780472493
20;98;8;1;6;1;rectangular;5.285281394;4.852260336;7.369448358
20;99;8;1;6;1;rectangular;7.887149916;7.480104057;8.126260016
20;100;8;1;6;1;rectangular;9.452173086;9.416822827;9.953958494
20;1;8;1;8;1;rectangular;11.63068438;10.71091037;12.24736572
20;2;8;1;8;1;rectangular;10.54932907;8.337362178;10.65639237
20;3;8;1;8;1;rectangular;9.259999666;8.314753139;11.67025407
20;4;8;1;8;1;rectangular;8.951294213;8.222861547;10.9598602
20;5;8;1;8;1;rectangular;9.046655907;7.22559846;11.83667428
20;6;8;1;8;1;rectangular;8.957760457;7.76547653;10.30949979
20;7;8;1;8;1;rectangular;12.00005757;10.51344388;11.99993333
20;8;8;1;8;1;rectangular;9.123903886;8.161302178;10.93681285
20;9;8;1;8;1;rectangular;10.40101649;8.829675558;11.40863774
20;10;8;1;8;1;rectangular;11.18532177;11.23584115;12.34221886
20;11;8;1;8;1;rectangular;11.16648817;10.82355934;12.57008492
20;12;8;1;8;1;rectangular;7.817458391;6.242356621;11.44572465
20;13;8;1;8;1;rectangular;10.95336832;10.1888181;11.72829591
20;14;8;1;8;1;rectangular;15.52533059;10.64002657;10.48007553
20;15;8;1;8;1;rectangular;9.154391095;8.235146446;11.10681591
20;16;8;1;8;1;rectangular;10.45392038;8.58522692;11.35330757
20;17;8;1;8;1;rectangular;7.452981785;7.506624534;10.44942732
20;18;8;1;8;1;rectangular;15.0518211;11.46298127;7.8533047
20;19;8;1;8;1;rectangular;9.52775637;8.204731137;11.07218238
20;20;8;1;8;1;rectangular;17.10880287;11.29649698;11.71023528
20;21;8;1;8;1;rectangular;10.0176112;9.097913027;11.70399571
20;22;8;1;8;1;rectangular;15.98343147;8.268950715;9.316971739
20;23;8;1;8;1;rectangular;7.105874175;6.073438914;11.09529829
20;24;8;1;8;1;rectangular;14.90537412;11.56902021;12.03518184
20;25;8;1;8;1;rectangular;11.20571969;10.45649995;11.87492645
20;26;8;1;8;1;rectangular;9.132340705;6.639898148;10.73566501
20;27;8;1;8;1;rectangular;11.73394559;7.335593779;6.811211677
20;28;8;1;8;1;rectangular;9.673288843;8.669555452;11.11497667
20;29;8;1;8;1;rectangular;9.57994225;5.196691057;8.989640505
20;30;8;1;8;1;rectangular;9.45579622;8.4844443;11.1036113
20;31;8;1;8;1;rectangular;11.06861228;9.21394266;11.8445787
20;32;8;1;8;1;rectangular;11.90228461;11.13100729;12.19984902
20;33;8;1;8;1;rectangular;11.75848436;11.79319067;12.36602877
20;34;8;1;8;1;rectangular;10.87096756;9.706133341;12.17292553
20;35;8;1;8;1;rectangular;11.66686661;10.5265866;12.33798336
20;36;8;1;8;1;rectangular;11.79089606;11.95692177;12.53538786
20;37;8;1;8;1;rectangular;9.927128795;9.298979563;11.79638178
20;38;8;1;8;1;rectangular;11.9269108;11.36348747;12.43968801
20;39;8;1;8;1;rectangular;9.999768573;9.913341233;12.49206793
20;40;8;1;8;1;rectangular;8.516467704;7.563112236;9.656610836
20;41;8;1;8;1;rectangular;9.94125888;6.468318309;8.58349003
20;42;8;1;8;1;rectangular;9.568561305;9.214985954;11.68913193
20;43;8;1;8;1;rectangular;10.31784678;8.274061766;10.34664742
20;44;8;1;8;1;rectangular;9.316807138;8.523042647;9.661858429
20;45;8;1;8;1;rectangular;10.44326938;9.895281585;11.03260534
20;46;8;1;8;1;rectangular;10.57339958;10.21015763;12.08932659
20;47;8;1;8;1;rectangular;7.825136758;7.28549921;9.342130978
20;48;8;1;8;1;rectangular;24.81276986;15.62070872;8.82996553
20;49;8;1;8;1;rectangular;14.68932567;7.344868806;8.953995938
20;50;8;1;8;1;rectangular;9.537620371;8.020298309;11.65290519
20;51;8;1;8;1;rectangular;8.86534194;7.819539513;10.40093559
20;52;8;1;8;1;rectangular;11.20263876;11.00523367;12.71858183
20;53;8;1;8;1;rectangular;14.27495789;9.295535354;10.61678742
20;54;8;1;8;1;rectangular;9.426873629;7.96154844;10.9154808
20;55;8;1;8;1;rectangular;8.568338684;7.314407237;11.37738602
20;56;8;1;8;1;rectangular;11.54537118;11.65534338;12.54275452
20;57;8;1;8;1;rectangular;18.61803404;10.57058603;7.98711234
20;58;8;1;8;1;rectangular;10.79104216;10.82187553;12.02112584
20;59;8;1;8;1;rectangular;11.12720235;6.318700261;8.09729176
20;60;8;1;8;1;rectangular;9.980527662;10.76294765;11.57787363
20;61;8;1;8;1;rectangular;10.16988785;8.986326478;11.60305187
20;62;8;1;8;1;rectangular;16.0753459;9.999210317;11.86340643
20;63;8;1;8;1;rectangular;15.51403983;12.57630772;10.58011728
20;64;8;1;8;1;rectangular;8.302671715;6.18285945;9.609609741
20;65;8;1;8;1;rectangular;9.431747751;5.928803529;8.216310805
20;66;8;1;8;1;rectangular;10.03449567;8.267216126;11.42860112
20;67;8;1;8;1;rectangular;10.42463857;8.148903429;9.841019805
20;68;8;1;8;1;rectangular;10.51678981;9.539662316;11.94439376
20;69;8;1;8;1;rectangular;11.24942481;10.29706745;12.10622686
20;70;8;1;8;1;rectangular;10.33907437;9.207257487;12.52291889
20;71;8;1;8;1;rectangular;11.90101363;11.27939256;12.40284254
20;72;8;1;8;1;rectangular;10.69677793;10.2169567;12.54236259
20;73;8;1;8;1;rectangular;10.14261764;8.201128204;8.89447124
20;74;8;1;8;1;rectangular;10.01548898;8.205141213;11.74472853
20;75;8;1;8;1;rectangular;11.15887077;10.28865313;12.30035006
20;76;8;1;8;1;rectangular;12.11169556;11.75818355;12.50279312
20;77;8;1;8;1;rectangular;11.90036277;11.89216891;11.31262918
20;78;8;1;8;1;rectangular;11.01359328;8.212695611;11.52459198
20;79;8;1;8;1;rectangular;13.29353833;8.019792295;6.527574001
20;80;8;1;8;1;rectangular;11.47386143;11.46806624;12.55973109
20;81;8;1;8;1;rectangular;12.0668429;11.86565565;12.83122981
20;82;8;1;8;1;rectangular;8.423789203;7.152563512;11.67730105
20;83;8;1;8;1;rectangular;14.81758912;9.823580567;8.412766281
20;84;8;1;8;1;rectangular;7.369349081;5.098816728;10.82917213
20;85;8;1;8;1;rectangular;7.626462476;5.818724237;9.422492211
20;86;8;1;8;1;rectangular;9.92757081;8.87426031;12.1881225
20;87;8;1;8;1;rectangular;10.27587232;8.433508284;11.48862548
20;88;8;1;8;1;rectangular;7.732495205;3.895660117;8.059238806
20;89;8;1;8;1;rectangular;19.28116869;15.71954845;9.123890962
20;90;8;1;8;1;rectangular;10.10784492;9.152175687;11.26617539
20;91;8;1;8;1;rectangular;12.128906;6.011189467;8.785839038
20;92;8;1;8;1;rectangular;9.275088788;8.155735951;11.6541062
20;93;8;1;8;1;rectangular;6.925736594;5.887194538;9.601849669
20;94;8;1;8;1;rectangular;8.986324333;5.958027531;9.214055858
20;95;8;1;8;1;rectangular;14.48867067;10.83417467;9.541138515
20;96;8;1;8;1;rectangular;11.49885834;8.665271145;9.638988876
20;97;8;1;8;1;rectangular;16.69986401;10.56634341;11.15765583
20;98;8;1;8;1;rectangular;11.75474265;11.63220319;12.62237266
20;99;8;1;8;1;rectangular;11.88541955;11.281311;12.00740862
20;100;8;1;8;1;rectangular;12.27426226;12.18883961;12.77112326
20;1;8;1;10;1;rectangular;12.41234403;11.43553861;13.67922645
20;2;8;1;10;1;rectangular;10.99194632;8.387690673;11.9467627
20;3;8;1;10;1;rectangular;10.81276005;10.10652579;13.84666597
20;4;8;1;10;1;rectangular;10.75673228;9.686811062;14.19449584
20;5;8;1;10;1;rectangular;11.19069544;9.901829922;14.05356381
20;6;8;1;10;1;rectangular;13.11979256;13.49766269;14.41101531
20;7;8;1;10;1;rectangular;19.65838693;9.77403576;11.60643967
20;8;8;1;10;1;rectangular;12.89207363;7.91492131;10.89305955
20;9;8;1;10;1;rectangular;14.15288144;11.72665156;14.42316437
20;10;8;1;10;1;rectangular;12.66627037;12.12625039;14.01476953
20;11;8;1;10;1;rectangular;14.13533191;14.19599708;15.08123752
20;12;8;1;10;1;rectangular;11.42276857;11.56765695;14.41854889
20;13;8;1;10;1;rectangular;13.02134655;11.77311157;14.35168942
20;14;8;1;10;1;rectangular;9.927702667;7.028926915;11.89015695
20;15;8;1;10;1;rectangular;9.372618339;6.297242451;12.29493495
20;16;8;1;10;1;rectangular;13.12271818;12.00265749;14.06365523
20;17;8;1;10;1;rectangular;9.857323393;9.134789704;12.31837563
20;18;8;1;10;1;rectangular;17.87142062;12.97543467;10.00297172
20;19;8;1;10;1;rectangular;11.13003997;9.692337313;13.30804436
20;20;8;1;10;1;rectangular;12.61685882;8.852307143;11.97115556
20;21;8;1;10;1;rectangular;14.23063955;14.16473557;14.32129355
20;22;8;1;10;1;rectangular;12.50108418;7.130097716;11.87292703
20;23;8;1;10;1;rectangular;14.5662432;13.92218947;14.78718218
20;24;8;1;10;1;rectangular;12.70312499;11.70751877;14.7419612
20;25;8;1;10;1;rectangular;12.77291233;11.72672026;13.36914701
20;26;8;1;10;1;rectangular;10.79326939;9.658907607;14.18191932
20;27;8;1;10;1;rectangular;15.53981334;11.40509612;8.336441127
20;28;8;1;10;1;rectangular;11.21312711;9.071559508;13.0547725
20;29;8;1;10;1;rectangular;11.25399564;10.70120168;14.11132959
20;30;8;1;10;1;rectangular;9.817938109;7.938350903;12.67270499
20;31;8;1;10;1;rectangular;12.53767983;10.36534703;13.42191046
20;32;8;1;10;1;rectangular;11.76178449;11.64007188;14.80511372
20;33;8;1;10;1;rectangular;12.45566448;11.80440434;14.37749731
20;34;8;1;10;1;rectangular;11.57741978;11.03476852;13.39117996
20;35;8;1;10;1;rectangular;13.63479285;12.61845348;14.31051223
20;36;8;1;10;1;rectangular;9.61871176;8.627063535;12.10727998
20;37;8;1;10;1;rectangular;14.16574923;14.32331053;14.34320672
20;38;8;1;10;1;rectangular;13.14538464;11.58328401;14.14272721
20;39;8;1;10;1;rectangular;11.36106776;10.46838926;13.97159206
20;40;8;1;10;1;rectangular;12.5478385;11.22482303;14.50914535
20;41;8;1;10;1;rectangular;9.859170251;8.324017089;11.27015855
20;42;8;1;10;1;rectangular;14.46007028;10.41311014;13.72627503
20;43;8;1;10;1;rectangular;12.23833262;10.44123506;14.17232929
20;44;8;1;10;1;rectangular;9.6821866;6.09748081;8.965328111
20;45;8;1;10;1;rectangular;11.20584028;9.958983936;13.99023038
20;46;8;1;10;1;rectangular;8.724459471;7.885298028;12.66623716
20;47;8;1;10;1;rectangular;10.77153731;8.470089764;13.23140853
20;48;8;1;10;1;rectangular;30.56821909;22.14308612;12.05901589
20;49;8;1;10;1;rectangular;12.45231456;12.01701918;14.31700166
20;50;8;1;10;1;rectangular;12.79001294;11.6523844;14.26895666
20;51;8;1;10;1;rectangular;13.06294363;12.20398103;13.96932931
20;52;8;1;10;1;rectangular;17.82307726;12.43853174;14.93665507
20;53;8;1;10;1;rectangular;11.81866693;7.93704898;11.11848267
20;54;8;1;10;1;rectangular;7.251910763;5.072760748;11.81201865
20;55;8;1;10;1;rectangular;8.846036793;8.73693638;11.24801862
20;56;8;1;10;1;rectangular;11.05447837;11.42112505;14.2665062
20;57;8;1;10;1;rectangular;11.0168479;7.329970878;11.9826615
20;58;8;1;10;1;rectangular;11.07553786;9.493093344;13.10939724
20;59;8;1;10;1;rectangular;13.59940292;7.76204526;10.23844291
20;60;8;1;10;1;rectangular;12.36970903;11.81907867;14.43304329
20;61;8;1;10;1;rectangular;13.56229223;13.10735298;14.12357393
20;62;8;1;10;1;rectangular;16.14621002;14.61715912;14.59000143
20;63;8;1;10;1;rectangular;14.25927499;7.993052517;10.98125699
20;64;8;1;10;1;rectangular;18.80545299;14.07041316;14.02695067
20;65;8;1;10;1;rectangular;8.770966122;6.243316006;12.11137165
20;66;8;1;10;1;rectangular;11.5286246;10.55387317;13.83393508
20;67;8;1;10;1;rectangular;10.30456057;8.578237859;12.21032009
20;68;8;1;10;1;rectangular;13.37324741;12.64002196;14.53641022
20;69;8;1;10;1;rectangular;13.5232547;12.91304788;14.48712415
20;70;8;1;10;1;rectangular;10.21710621;8.721648619;14.09412041
20;71;8;1;10;1;rectangular;13.23718396;12.15154038;14.03159849
20;72;8;1;10;1;rectangular;11.03063074;9.154980243;13.08169097
20;73;8;1;10;1;rectangular;13.62172462;13.68018525;13.14877673
20;74;8;1;10;1;rectangular;7.197880774;5.929148957;11.9851098
20;75;8;1;10;1;rectangular;11.94429135;10.91999885;14.23503866
20;76;8;1;10;1;rectangular;14.48847981;14.22947181;15.12553843
20;77;8;1;10;1;rectangular;8.975692513;9.103687454;13.84113839
20;78;8;1;10;1;rectangular;9.749542997;8.149147017;12.39219674
20;79;8;1;10;1;rectangular;11.89636987;10.54257651;13.42162928
20;80;8;1;10;1;rectangular;12.03967258;11.5401098;13.97233146
20;81;8;1;10;1;rectangular;9.929868613;8.582934213;13.14567001
20;82;8;1;10;1;rectangular;12.11593495;11.95903984;13.82300668
20;83;8;1;10;1;rectangular;12.84873536;7.025885521;9.597965419
20;84;8;1;10;1;rectangular;10.51833365;9.829249256;13.69561491
20;85;8;1;10;1;rectangular;9.887901546;7.869155037;11.3042946
20;86;8;1;10;1;rectangular;10.77733075;11.01774067;14.45464846
20;87;8;1;10;1;rectangular;11.88834157;7.086733616;10.43578302
20;88;8;1;10;1;rectangular;14.8311097;10.83865813;13.08857326
20;89;8;1;10;1;rectangular;13.52574603;10.7246255;11.31173508
20;90;8;1;10;1;rectangular;13.67432114;13.58635812;14.77905569
20;91;8;1;10;1;rectangular;20.70311282;13.9521024;14.36503457
20;92;8;1;10;1;rectangular;13.47597645;9.807328015;13.60360817
