"","GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
"48",10,48,1,2,0,"rectangular",12.2191233037635,5.74921438324764,10.0755234746939,3,3
"49",10,49,1,2,0,"rectangular",6.80838420745824,5.40289025832066,4.79068393187774,3,2
"50",10,50,1,2,0,"rectangular",9.71449751694053,8.43814183514975,8.68273508568871,2,3
"51",10,51,1,2,0,"rectangular",9.66568997196496,7.56971225397147,7.88751406666957,2,2
"52",10,52,1,2,0,"rectangular",8.68530595446435,6.03292014312051,7.29956886064538,3,2
"53",10,53,1,2,0,"rectangular",7.98255334844643,5.86437988983886,6.40616517837308,3,2
"54",10,54,1,2,0,"rectangular",10.1589687399234,8.13196572360397,7.93311781005571,2,2
"55",10,55,1,2,0,"rectangular",7.17632342452823,6.30008328541795,6.3365525741108,3,2
"56",10,56,1,2,0,"rectangular",10.3150699315019,9.30384945840203,10.4899307024822,1,3
"57",10,57,1,2,0,"rectangular",6.71016753918535,3.97706441375655,7.7818965681921,3,2
"58",10,58,1,2,0,"rectangular",9.84812752534875,7.80050979940827,7.99259580381151,3,2
"59",10,59,1,2,0,"rectangular",8.08815621946236,3.42247213577252,2.77506111095745,3,2
"60",10,60,1,2,0,"rectangular",9.40013920230772,6.41117657361618,6.950360086712,2,3
"61",10,61,1,2,0,"rectangular",7.73422830230799,6.65303999624557,7.03599121728095,2,2
"62",10,62,1,2,0,"rectangular",8.52458760182476,6.23356867531589,6.66186269259494,2,3
"63",10,63,1,2,0,"rectangular",6.91134219969074,3.55326856835973,4.29947115559041,2,3
"64",10,64,1,2,0,"rectangular",5.0495542474385,3.01858520791973,3.13171795451594,4,2
"65",10,65,1,2,0,"rectangular",9.2094769330988,7.01987033632488,5.07543296068771,2,3
"66",10,66,1,2,0,"rectangular",10.6882863184907,9.31740390061364,9.93334049817626,2,2
"67",10,67,1,2,0,"rectangular",9.8022766553499,6.78685989726989,6.70612237687334,2,4
"68",10,68,1,2,0,"rectangular",10.7484557554951,9.76139457272953,10.2539490473897,2,1
"69",10,69,1,2,0,"rectangular",10.5394680393074,10.1642427853901,9.348515893346,3,5
"70",10,70,1,2,0,"rectangular",9.64260099230996,9.62693537605537,10.2041785945138,2,2
"71",10,71,1,2,0,"rectangular",10.6288049785219,9.65848823412524,9.7750119550804,2,2
"72",10,72,1,2,0,"rectangular",9.30738797452587,9.47469541959357,9.69579345919229,2,1
"73",10,73,1,2,0,"rectangular",11.0650713048855,8.32645281000609,8.114221353076,2,2
"74",10,74,1,2,0,"rectangular",7.48083790203261,5.46577061905415,5.47933071029978,3,2
"75",10,75,1,2,0,"rectangular",7.79909545027999,6.13030445735352,6.47855663310802,2,3
"76",10,76,1,2,0,"rectangular",11.2670147784971,10.0560543248729,10.8298444613976,1,2
"77",10,77,1,2,0,"rectangular",9.10747931297747,7.91384667079087,7.05491693736257,2,2
"78",10,78,1,2,0,"rectangular",8.49113448377471,8.14167314391391,7.54194941458792,2,2
"79",10,79,1,2,0,"rectangular",9.74342197572412,6.41887666552169,5.22535487332159,2,2
"80",10,80,1,2,0,"rectangular",10.5064488838153,10.3695813594994,10.1821765878682,3,2
"81",10,81,1,2,0,"rectangular",9.78299387445901,9.78895551530039,9.8489015284529,2,2
"82",10,82,1,2,0,"rectangular",10.2116600029704,8.8914915171351,8.93316730759977,2,3
"83",10,83,1,2,0,"rectangular",10.5018486325215,7.91480548374502,7.91588589923597,2,2
"84",10,84,1,2,0,"rectangular",8.93537783465685,7.1360060516104,7.74795272326348,2,2
"85",10,85,1,2,0,"rectangular",9.64947016198662,6.31609437890978,5.08914991985416,2,3
"86",10,86,1,2,0,"rectangular",9.52074431677855,8.87004054964186,9.91006300322711,2,2
"87",10,87,1,2,0,"rectangular",10.8453057850994,5.64159498619853,8.48189799844435,4,3
"88",10,88,1,2,0,"rectangular",5.4803663114455,2.78359997678937,3.36076227415666,3,3
"89",10,89,1,2,0,"rectangular",8.64786284594206,4.85861843506817,6.38790898884345,4,2
"90",10,90,1,2,0,"rectangular",9.58954360806969,8.20671932207301,8.9373202704947,1,3
"91",10,91,1,2,0,"rectangular",8.32008491308742,3.69503047062704,4.47940221566569,3,2
"92",10,92,1,2,0,"rectangular",9.50417007534664,7.62814041038902,8.17029149042259,2,2
"93",10,93,1,2,0,"rectangular",9.38176355096633,6.89069256273794,6.93994157233419,2,2
"94",10,94,1,2,0,"rectangular",8.62213248481612,4.32141364790589,3.15089698414959,2,4
"95",10,95,1,2,0,"rectangular",7.24028129592941,5.26639174803821,3.08351490323433,2,2
"96",10,96,1,2,0,"rectangular",6.17698578806184,3.31332536908496,5.68817209178275,3,2
"97",10,97,1,2,0,"rectangular",5.9133784897731,5.93948269722042,4.92755852020759,3,8
"98",10,98,1,2,0,"rectangular",9.59642974937174,8.44177933251104,8.59314607618303,1,3
"99",10,99,1,2,0,"rectangular",10.8042405256784,9.4119964339944,9.32805717297177,2,2
"100",10,100,1,2,0,"rectangular",11.214206970762,10.6553750269977,11.0225109204215,2,1
"101",10,1,1,4,0,"rectangular",25.2567980524055,24.0560068306614,25.0086276947963,3,2
"102",10,2,1,4,0,"rectangular",22.4575899110501,20.4261436864272,21.1116810483623,3,2
"103",10,3,1,4,0,"rectangular",26.3774310170689,25.5728218717273,26.3612870457623,2,2
"104",10,4,1,4,0,"rectangular",24.3357398593421,21.5241244321897,23.0466216989865,3,3
"105",10,5,1,4,0,"rectangular",20.5231038458653,18.2463893661279,19.5374463092392,2,5
"106",10,6,1,4,0,"rectangular",24.5118539016244,23.5470105720758,23.9031003610168,2,2
"107",10,7,1,4,0,"rectangular",23.1285067545963,22.1932671167496,22.7591568784036,3,3
"108",10,8,1,4,0,"rectangular",24.8858147577137,23.4123177356221,24.4550298372458,2,3
"109",10,9,1,4,0,"rectangular",25.1785598230423,25.422718401875,25.6142494037037,2,3
"110",10,10,1,4,0,"rectangular",23.5634133318674,22.2688208382981,23.927026474093,3,3
"111",10,11,1,4,0,"rectangular",22.6698413681208,19.895303777205,21.8540528462215,3,4
"112",10,12,1,4,0,"rectangular",19.8145115039667,17.0789185188068,16.5650463003015,3,3
"113",10,13,1,4,0,"rectangular",20.8859076596769,19.4213197479105,20.0600278499518,3,4
"114",10,14,1,4,0,"rectangular",14.3945056739632,14.8862581042391,15.8573004703437,5,8
"115",10,15,1,4,0,"rectangular",20.6219444241603,18.241361030756,20.1579251763614,3,3
"116",10,16,1,4,0,"rectangular",24.0632624995222,22.117577457326,22.3948755201731,3,4
"117",10,17,1,4,0,"rectangular",26.6685038408171,26.0253427570381,26.2389883173385,2,2
"118",10,18,1,4,0,"rectangular",17.3424568662375,10.7132249449373,7.38886395229826,3,7
"119",10,19,1,4,0,"rectangular",26.3794901383223,26.017102643605,26.5340951015132,3,1
"120",10,20,1,4,0,"rectangular",20.8797963510851,16.1538050202286,15.8974387224224,2,5
"121",10,21,1,4,0,"rectangular",19.8219923673643,16.0252703331099,12.0182685890749,3,4
"122",10,22,1,4,0,"rectangular",14.9963832470532,8.54820092342914,7.43341020256996,5,3
"123",10,23,1,4,0,"rectangular",23.9831622042967,22.2782302748115,23.3532735489628,3,3
"124",10,24,1,4,0,"rectangular",26.0500649189356,25.7802162787871,26.3996955803726,2,2
"125",10,25,1,4,0,"rectangular",22.1453800997733,20.8799021985213,20.9874899687877,4,2
"126",10,26,1,4,0,"rectangular",23.9558774679825,21.2548618621501,22.679652517838,2,5
"127",10,27,1,4,0,"rectangular",23.4112515087229,22.0971765313805,22.1541252524519,3,3
"128",10,28,1,4,0,"rectangular",23.2192002093379,21.5215288296928,22.4712890540998,3,2
"129",10,29,1,4,0,"rectangular",22.3313100571249,18.3915619112467,18.2373219610115,3,4
"130",10,30,1,4,0,"rectangular",25.0267017675337,23.2026335388568,24.2958630177686,3,2
"131",10,31,1,4,0,"rectangular",21.6549984306241,20.1802501690929,21.1808705028133,4,3
"132",10,32,1,4,0,"rectangular",23.652229360761,22.6877290130289,25.1278692388965,3,4
"133",10,33,1,4,0,"rectangular",24.1142397862218,22.2960462528557,23.9747757312844,3,2
"134",10,34,1,4,0,"rectangular",23.5027212060795,22.5882797835609,24.3328357723601,3,3
"135",10,35,1,4,0,"rectangular",24.0328810517129,19.2070267330585,16.9405431734868,3,3
"136",10,36,1,4,0,"rectangular",24.2690417780752,22.5800719783429,22.9948530793665,3,4
"137",10,37,1,4,0,"rectangular",25.7536833272797,25.2341690111638,25.6194703512549,4,2
"138",10,38,1,4,0,"rectangular",23.1054214509953,21.2596411326394,23.3006605203793,2,3
"139",10,39,1,4,0,"rectangular",24.080654402457,22.6197744866151,24.8265993667805,3,3
"140",10,40,1,4,0,"rectangular",24.7141532180037,22.7846496507057,23.6853032970088,3,2
"141",10,41,1,4,0,"rectangular",24.9027461369203,22.2764718226924,23.4049149890809,3,2
"142",10,42,1,4,0,"rectangular",25.6869311925193,24.6956928795569,24.6198605218528,2,2
"143",10,43,1,4,0,"rectangular",21.8647492519899,21.3967923624503,22.0549294040966,3,3
"144",10,44,1,4,0,"rectangular",20.7405302813358,17.9872474984167,18.8048072329945,3,3
"145",10,45,1,4,0,"rectangular",25.5271552835558,24.4610496024649,25.4011602934761,2,2
"146",10,46,1,4,0,"rectangular",25.5921682783731,24.3188666272083,24.8869221186365,3,2
"147",10,47,1,4,0,"rectangular",25.3159919780923,24.3028042900329,25.208081298149,4,3
"148",10,48,1,4,0,"rectangular",15.8583980462106,11.2787092491877,19.2938321789198,5,3
"149",10,49,1,4,0,"rectangular",21.8969871267751,18.2901309066795,17.2662014950072,5,3
"150",10,50,1,4,0,"rectangular",25.1173745472566,24.1091770397552,25.3036117596252,3,3
"151",10,51,1,4,0,"rectangular",23.9948988089002,22.341809210959,21.9893558104994,2,3
"152",10,52,1,4,0,"rectangular",22.2237912335207,17.4657266667622,18.0681145111586,2,4
"153",10,53,1,4,0,"rectangular",22.6042600913748,19.7110205970633,21.0480288500493,3,3
"154",10,54,1,4,0,"rectangular",24.8221988878303,24.8517796199866,23.6449476411453,3,5
"155",10,55,1,4,0,"rectangular",21.1225730444874,18.5403400212801,19.0149947371915,4,4
"156",10,56,1,4,0,"rectangular",25.6136460511624,24.6590393191609,26.1401092345075,2,3
"157",10,57,1,4,0,"rectangular",19.4989618781312,17.66632157647,9.34618990449495,4,3
"158",10,58,1,4,0,"rectangular",23.8516148679143,21.4317681306567,23.238836958578,4,2
"159",10,59,1,4,0,"rectangular",23.7661866199307,20.3422744307934,22.4136058581978,5,2
"160",10,60,1,4,0,"rectangular",25.0189015709454,22.7455443865505,24.3841004610811,3,3
"161",10,61,1,4,0,"rectangular",21.2701546731671,19.7643560895824,20.4982722158855,3,3
"162",10,62,1,4,0,"rectangular",21.2252501822264,18.9634976209368,18.0417030267687,3,3
"163",10,63,1,4,0,"rectangular",19.6491469488636,15.5538925057005,15.5006875315478,3,4
"164",10,64,1,4,0,"rectangular",18.5129292477396,15.7019455752531,14.3122157188807,4,3
"165",10,65,1,4,0,"rectangular",24.5966874636443,23.0349733065532,22.7683466637208,3,4
"166",10,66,1,4,0,"rectangular",26.1646808824739,26.1237289999129,26.3504476988927,3,2
"167",10,67,1,4,0,"rectangular",24.8916389837691,24.2294648292185,25.2349855946958,3,2
"168",10,68,1,4,0,"rectangular",26.4551437280352,26.4779275607745,26.5033637711874,2,2
"169",10,69,1,4,0,"rectangular",25.7887312865778,23.810491717522,24.8555032196996,4,2
"170",10,70,1,4,0,"rectangular",24.1447470280228,22.3980389328937,24.1394105921346,4,3
"171",10,71,1,4,0,"rectangular",25.8250047404561,24.3180459514741,25.5561486090022,3,2
"172",10,72,1,4,0,"rectangular",24.1180243209689,22.9912859873372,24.2380730275767,3,2
"173",10,73,1,4,0,"rectangular",26.3443620792964,24.8502517971623,25.0694804034601,2,2
"174",10,74,1,4,0,"rectangular",22.6630442487614,19.273442859782,18.3285365726848,3,7
"175",10,75,1,4,0,"rectangular",22.9479239707488,20.4233946782479,22.4146621253333,2,4
"176",10,76,1,4,0,"rectangular",26.7558011805086,26.3930841833299,26.6156537970537,5,2
"177",10,77,1,4,0,"rectangular",23.4401023880409,23.5588580407987,23.6529432365077,2,2
"178",10,78,1,4,0,"rectangular",24.394502766727,21.8452747912558,23.4341960540122,3,2
"179",10,79,1,4,0,"rectangular",23.8678427082239,21.6324208346271,20.4287861086187,3,3
"180",10,80,1,4,0,"rectangular",25.7312044544241,25.6544909580535,26.2649113215719,2,2
"181",10,81,1,4,0,"rectangular",25.0893170539571,25.0105983691741,25.866446521351,2,2
"182",10,82,1,4,0,"rectangular",26.0784578560524,24.3453307242179,25.5488355471898,2,2
"183",10,83,1,4,0,"rectangular",26.6099788674436,25.5596453119429,26.0889738276809,2,2
"184",10,84,1,4,0,"rectangular",23.3004283461933,21.4511380106173,22.1680229450036,3,3
"185",10,85,1,4,0,"rectangular",25.0350750282023,22.5800596148062,22.2209042973751,2,3
"186",10,86,1,4,0,"rectangular",23.7798283556685,22.9478274070208,24.9250955527962,2,3
"187",10,87,1,4,0,"rectangular",16.43518897281,16.3848954151855,12.896597213676,7,8
"188",10,88,1,4,0,"rectangular",17.4903757987264,13.1921225443129,9.40407125801283,3,3
"189",10,89,1,4,0,"rectangular",21.4223682675901,17.6675161228202,16.756426134462,4,3
"190",10,90,1,4,0,"rectangular",25.2568710601533,23.3992553969975,24.9398682808228,2,3
"191",10,91,1,4,0,"rectangular",19.5401700844236,15.2620160816231,12.4996866572631,3,3
"192",10,92,1,4,0,"rectangular",23.3401454677668,20.0100352635034,20.1192190202887,4,2
"193",10,93,1,4,0,"rectangular",24.0590304887897,23.0278275499403,23.395841803361,2,3
"194",10,94,1,4,0,"rectangular",22.455874796646,20.0692315561699,21.3796503772257,2,4
"195",10,95,1,4,0,"rectangular",22.1880430550217,20.4591491189686,19.4493726428468,2,4
"196",10,96,1,4,0,"rectangular",17.5102614656238,11.5563162335153,9.70527928553737,6,2
"197",10,97,1,4,0,"rectangular",18.0183416366957,13.9197172875808,12.2484210496038,3,3
"198",10,98,1,4,0,"rectangular",25.0271915087447,23.0586038424029,24.0525184055685,3,3
"199",10,99,1,4,0,"rectangular",26.2514476200813,25.3640447807813,26.0011863122579,1,3
"200",10,100,1,4,0,"rectangular",26.7880754889273,26.4275337974406,26.8101437537234,1,2
"201",10,1,1,6,0,"rectangular",37.1426016519608,35.1230630361297,37.0846362731131,2,5
"202",10,2,1,6,0,"rectangular",34.3801647799557,33.08870224005,34.0730194962176,3,4
"203",10,3,1,6,0,"rectangular",38.5999030291793,38.2124936462292,38.6793376177814,3,2
"204",10,4,1,6,0,"rectangular",36.3363396539999,35.5893772199879,36.919867048367,2,4
"205",10,5,1,6,0,"rectangular",32.5258309629236,29.3729762086649,30.7576639906511,3,4
"206",10,6,1,6,0,"rectangular",36.4818217962866,35.1751532834524,36.1637673853019,3,3
"207",10,7,1,6,0,"rectangular",35.0774432069928,33.3103169749169,33.975113655129,3,3
"208",10,8,1,6,0,"rectangular",37.2379222660922,36.7253544783879,37.5626463874204,2,3
"209",10,9,1,6,0,"rectangular",37.5845386734611,36.7048893165217,38.0334308521719,2,3
"210",10,10,1,6,0,"rectangular",35.6415261021129,34.7407928655658,36.6013029978581,3,4
"211",10,11,1,6,0,"rectangular",34.3385234556379,32.8885789926045,34.5488152776029,3,3
"212",10,12,1,6,0,"rectangular",32.9082602092914,29.5139383435345,32.4663931146408,3,5
"213",10,13,1,6,0,"rectangular",33.3122078942136,31.1379053174675,33.4646044660561,3,5
"214",10,14,1,6,0,"rectangular",26.2976293599878,25.7027228759608,19.0797066724452,6,7
"215",10,15,1,6,0,"rectangular",32.7589722139765,30.8112967714056,33.0065785378721,3,4
"216",10,16,1,6,0,"rectangular",36.4097021668709,34.8713799773036,36.2375541450199,3,3
"217",10,17,1,6,0,"rectangular",38.5751729113243,37.946904301411,38.4552837288676,2,3
"218",10,18,1,6,0,"rectangular",28.6057434345432,23.8994859758858,20.161879101385,3,5
"219",10,19,1,6,0,"rectangular",38.2160002582002,37.4117712726725,38.5335391316145,3,2
"220",10,20,1,6,0,"rectangular",31.8080433502798,29.30622997474,29.0209095557991,2,6
"221",10,21,1,6,0,"rectangular",32.3744606663558,28.7446796579227,28.3386090856818,5,3
"222",10,22,1,6,0,"rectangular",26.6543364134765,26.4063444586817,23.6061304949644,6,8
"223",10,23,1,6,0,"rectangular",36.450262898076,33.578629791337,36.094270550091,2,5
"224",10,24,1,6,0,"rectangular",37.9772794493849,37.2930243233895,38.433870747312,4,2
"225",10,25,1,6,0,"rectangular",34.4552390326965,30.7766698109073,32.8047823296084,5,3
"226",10,26,1,6,0,"rectangular",36.0257181890954,35.1335741109757,36.3807579422636,3,4
"227",10,27,1,6,0,"rectangular",34.3811102056085,30.4100127841735,31.4147073706633,2,5
"228",10,28,1,6,0,"rectangular",35.4645665919464,34.1377906721505,35.6166588765076,3,3
"229",10,29,1,6,0,"rectangular",35.2018746439937,33.4494242991688,34.6701639787896,3,3
"230",10,30,1,6,0,"rectangular",36.5974669900232,33.1033351118103,34.3363264132039,3,3
"231",10,31,1,6,0,"rectangular",34.1530740554494,31.927124505497,33.9680086885475,3,4
"232",10,32,1,6,0,"rectangular",35.8113038731637,35.900766806,37.8814954070091,8,6
"233",10,33,1,6,0,"rectangular",36.4776992384393,34.3444318954074,36.5584630508264,5,2
"234",10,34,1,6,0,"rectangular",35.4526127004854,33.4275683768487,36.0590905335445,3,6
"235",10,35,1,6,0,"rectangular",37.5752475017151,33.3636391211242,34.9306320034954,5,2
"236",10,36,1,6,0,"rectangular",36.1341669387235,34.4296720613012,35.5510683032686,6,3
"237",10,37,1,6,0,"rectangular",38.0746090271521,37.5343083916914,38.2641645480512,2,3
"238",10,38,1,6,0,"rectangular",35.5494688814454,33.4430398191263,36.097308779477,3,3
"239",10,39,1,6,0,"rectangular",35.9398902802732,34.5262290724353,37.0895751310763,6,3
"240",10,40,1,6,0,"rectangular",36.6901475366506,35.8154953765536,36.8625978440413,3,2
"241",10,41,1,6,0,"rectangular",36.2383295553164,35.1991508400966,35.8215490909965,2,5
"242",10,42,1,6,0,"rectangular",38.160371739102,37.3354779557912,37.8599347675668,2,2
"243",10,43,1,6,0,"rectangular",34.1770592983362,32.5401260639842,34.7908328034213,4,2
"244",10,44,1,6,0,"rectangular",32.5982196759222,30.4531815927294,30.523659146789,4,4
"245",10,45,1,6,0,"rectangular",37.5596778679609,37.0729926551629,37.4581968475863,3,4
"246",10,46,1,6,0,"rectangular",37.1076861459073,35.2539552256518,36.7488466578883,2,4
"247",10,47,1,6,0,"rectangular",37.7719279239415,37.3996171987452,38.3422995781004,2,2
"248",10,48,1,6,0,"rectangular",25.1596393628229,19.398519167506,14.210438318125,4,3
"249",10,49,1,6,0,"rectangular",32.7290577780227,32.4288823592871,32.9596592504819,5,2
"250",10,50,1,6,0,"rectangular",37.1065394230333,34.9716702616412,37.0516708204028,6,2
"251",10,51,1,6,0,"rectangular",36.9735519977537,35.6106557471344,36.3508051581035,3,3
"252",10,52,1,6,0,"rectangular",34.9463322507701,33.0403662717365,34.2280802737023,4,3
"253",10,53,1,6,0,"rectangular",34.558352056042,32.1360208642816,33.8194207302578,3,5
"254",10,54,1,6,0,"rectangular",37.9010654475472,36.5654159302747,37.5372596527746,2,4
"255",10,55,1,6,0,"rectangular",32.8064247740832,30.7011578581053,32.5390997719142,4,4
"256",10,56,1,6,0,"rectangular",37.9021824943384,37.0505565761474,38.4595641104472,3,3
"257",10,57,1,6,0,"rectangular",31.9796974989096,27.771975880507,24.7141055279486,3,4
"258",10,58,1,6,0,"rectangular",36.4724267159883,35.230230380044,37.0072533621631,2,3
"259",10,59,1,6,0,"rectangular",34.4015573621625,30.7700438891448,30.5944292438374,3,3
"260",10,60,1,6,0,"rectangular",36.7807006735254,34.9893586513086,36.7893782629686,3,2
"261",10,61,1,6,0,"rectangular",33.2099856132132,30.7413202176389,32.4887924462793,5,4
"262",10,62,1,6,0,"rectangular",34.39948859572,31.7282749100235,33.0964498373066,4,3
"263",10,63,1,6,0,"rectangular",31.931070620655,27.8288697339524,28.802849696876,3,5
"264",10,64,1,6,0,"rectangular",30.4337976186164,26.0524669860797,23.8739042505793,5,4
"265",10,65,1,6,0,"rectangular",36.5158448615044,35.2841627147988,36.1059054801075,4,2
"266",10,66,1,6,0,"rectangular",38.3060437933781,37.5582608793634,38.4400621532777,3,3
"267",10,67,1,6,0,"rectangular",36.5872000844762,35.5739389302459,36.8833158005298,4,2
"268",10,68,1,6,0,"rectangular",38.5150707293528,38.0122414675304,38.6826154871913,3,2
"269",10,69,1,6,0,"rectangular",37.9020706238122,37.2132424801716,37.7175769242031,3,3
"270",10,70,1,6,0,"rectangular",36.7017639596108,36.3203743274176,38.1296450609907,4,2
"271",10,71,1,6,0,"rectangular",37.9127462800508,37.5172222345446,38.3622599482919,4,2
"272",10,72,1,6,0,"rectangular",36.5917366928282,36.2526572762648,37.8484526371545,2,3
"273",10,73,1,6,0,"rectangular",38.5030149173428,37.507835131461,37.7739526756998,2,4
"274",10,74,1,6,0,"rectangular",34.7284095254466,33.1357360117047,33.4637107390406,3,3
"275",10,75,1,6,0,"rectangular",34.1447164423225,32.2291076980224,33.551307103729,4,4
"276",10,76,1,6,0,"rectangular",38.8689437124239,38.5349156967754,38.892471017041,2,2
"277",10,77,1,6,0,"rectangular",35.8115029928479,34.3921429027992,35.7835411639181,3,3
"278",10,78,1,6,0,"rectangular",36.0248689037602,34.8070811970853,35.8637351738708,3,3
"279",10,79,1,6,0,"rectangular",37.0308688962643,34.7841876624043,36.0996289579688,2,3
"280",10,80,1,6,0,"rectangular",37.8180667085404,37.7015249170795,38.5978056051777,3,2
"281",10,81,1,6,0,"rectangular",37.1863711029072,36.4911562736552,37.9438205389798,3,3
"282",10,82,1,6,0,"rectangular",38.3770042740706,37.6944356295983,37.9721357149435,3,5
"283",10,83,1,6,0,"rectangular",37.8876756420763,36.246980934376,37.1119502978693,3,2
"284",10,84,1,6,0,"rectangular",35.3172519702394,33.6583237250206,35.3674543817482,2,5
"285",10,85,1,6,0,"rectangular",37.0192617633378,35.6552839861025,36.2389477050682,3,2
"286",10,86,1,6,0,"rectangular",36.035131528643,35.5113841355588,37.5752838761429,3,3
"287",10,87,1,6,0,"rectangular",27.0417818828827,25.4836266908693,20.0915055541004,6,6
"288",10,88,1,6,0,"rectangular",28.1375953830734,25.5974412303018,21.6862385675253,5,3
"289",10,89,1,6,0,"rectangular",31.9903739695997,27.5664871640016,26.4051634895676,6,2
"290",10,90,1,6,0,"rectangular",37.254634811144,36.976934495913,37.8010500454207,4,2
"291",10,91,1,6,0,"rectangular",31.6951240954158,28.1422100913622,27.1437655356755,3,3
"292",10,92,1,6,0,"rectangular",36.5875347612477,34.8781115413532,36.5922527511184,2,4
"293",10,93,1,6,0,"rectangular",36.8164844994807,33.1113431383888,34.9377754747497,2,5
"294",10,94,1,6,0,"rectangular",34.0421037428676,32.7316183643366,32.8938424268078,4,3
"295",10,95,1,6,0,"rectangular",33.5081205390497,31.7927630075257,31.0173862471843,3,3
"296",10,96,1,6,0,"rectangular",29.0517735589574,26.6884450586002,23.0854996688719,4,3
"297",10,97,1,6,0,"rectangular",29.5792076808678,26.5465771965332,25.7729921643184,4,3
"298",10,98,1,6,0,"rectangular",37.257680769381,35.794995278215,37.1851030167281,3,3
"299",10,99,1,6,0,"rectangular",38.5395175138103,38.2718703090821,38.3902148788822,4,2
"300",10,100,1,6,0,"rectangular",38.8838742122806,38.7093269676011,38.9958478204684,3,1
"301",20,1,1,2,0,"rectangular",11.7532237727807,8.37042285772583,9.65341488288863,3,3
"302",20,2,1,2,0,"rectangular",8.97381422294416,6.15545327949492,3.1460960247049,3,3
"303",20,3,1,2,0,"rectangular",12.3771124790549,9.87947077362103,10.2321579234809,3,4
"304",20,4,1,2,0,"rectangular",13.4289686359559,11.1896232521726,8.22717858911897,5,7
"305",20,5,1,2,0,"rectangular",8.59277248158162,6.1415180381458,5.10304857860477,3,4
"306",20,6,1,2,0,"rectangular",10.79409722885,6.89721493445057,5.13831150972806,4,3
"307",20,7,1,2,0,"rectangular",15.6579546465339,11.0539346816401,7.47730870912807,5,7
"308",20,8,1,2,0,"rectangular",13.4582807885439,7.39943414215746,4.71110427271341,4,3
"309",20,9,1,2,0,"rectangular",12.5500081472892,9.57852930561684,9.4887635897238,3,3
"310",20,10,1,2,0,"rectangular",11.1085140736833,8.16795964613805,9.04113416509479,3,3
"311",20,11,1,2,0,"rectangular",8.2588789499778,4.50191275947357,6.55842282209172,5,4
"312",20,12,1,2,0,"rectangular",7.06956504807749,3.58863729248634,6.96731926204067,5,4
"313",20,13,1,2,0,"rectangular",10.2833974863388,5.58567057769008,6.40216402196766,3,4
"314",20,14,1,2,0,"rectangular",23.9172092147586,20.9588793558841,12.3907170589728,12,10
"315",20,15,1,2,0,"rectangular",6.84166522329978,3.7268855315574,5.28001017335001,6,4
"316",20,16,1,2,0,"rectangular",11.3912362889213,6.09911283967709,6.27251826791939,3,4
"317",20,17,1,2,0,"rectangular",13.6556331804838,9.27912874570706,8.14840597059257,3,3
"318",20,18,1,2,0,"rectangular",19.6155787995403,12.9698717036417,8.52368115288338,4,11
"319",20,19,1,2,0,"rectangular",13.5352115027051,11.2312818981358,9.90459004404821,2,4
"320",20,20,1,2,0,"rectangular",8.86682468142388,1.9744570688617,1.93189052873237,4,4
"321",20,21,1,2,0,"rectangular",13.4550187960975,5.1630165434018,2.62258735220404,4,4
"322",20,22,1,2,0,"rectangular",18.5889541927837,9.73752725798808,5.99396074652808,5,9
"323",20,23,1,2,0,"rectangular",11.4652715017346,5.72231063233497,6.84093650151805,5,4
"324",20,24,1,2,0,"rectangular",13.8219124013805,11.4976344638541,10.6314436865527,3,3
"325",20,25,1,2,0,"rectangular",9.17139059708751,5.45656573109884,5.64460675867747,4,3
"326",20,26,1,2,0,"rectangular",9.91884779019282,7.38489450275674,6.42368705323196,3,3
"327",20,27,1,2,0,"rectangular",9.2793183828732,4.25989425630352,2.47395228009717,4,3
"328",20,28,1,2,0,"rectangular",8.69301005387044,4.42041432811377,2.71999295239919,4,5
"329",20,29,1,2,0,"rectangular",12.7460573868987,2.49770880130237,1.92907496417491,4,4
"330",20,30,1,2,0,"rectangular",11.9864767385986,7.1785916019896,5.59072242101941,4,3
"331",20,31,1,2,0,"rectangular",8.62043313215594,6.73338443488201,7.12415477443954,4,3
"332",20,32,1,2,0,"rectangular",10.0337403835372,10.7140950211559,11.3898976547288,4,3
"333",20,33,1,2,0,"rectangular",9.8416919224142,7.52520123104937,6.46334160688282,3,5
"334",20,34,1,2,0,"rectangular",10.1340687883719,9.07053613638667,8.87260060349912,3,3
"335",20,35,1,2,0,"rectangular",10.8710025096568,3.43111735331283,2.78057573168843,4,3
"336",20,36,1,2,0,"rectangular",10.2120763342414,7.14687844791722,7.58284818916555,4,3
"337",20,37,1,2,0,"rectangular",12.5434657216093,11.6928148187013,10.5834685782345,3,7
"338",20,38,1,2,0,"rectangular",10.8818921248832,8.50472356445589,9.39285720959359,3,3
"339",20,39,1,2,0,"rectangular",10.7935924993075,10.4692267067143,9.89551032603537,3,4
"340",20,40,1,2,0,"rectangular",11.1806943312384,6.42864686184247,5.65929526947698,4,3
"341",20,41,1,2,0,"rectangular",12.3438147127381,5.53332310061479,4.00054666798469,4,4
"342",20,42,1,2,0,"rectangular",12.6859755270085,6.99005425825731,4.14653434060959,4,3
"343",20,43,1,2,0,"rectangular",9.22245037919389,5.38559918085281,5.88136509418287,4,3
"344",20,44,1,2,0,"rectangular",9.71015105099361,3.71867059131316,3.41644620752496,3,4
