"","GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
"345",20,45,1,2,0,"rectangular",13.1789532977599,8.78730926817914,6.31283224278076,3,3
"346",20,46,1,2,0,"rectangular",10.5119728138895,6.80332561764815,6.01236158042258,3,4
"347",20,47,1,2,0,"rectangular",10.0188614125824,7.86633824957139,6.92688016224197,3,5
"348",20,48,1,2,0,"rectangular",23.283102299711,10.3543523225319,12.0039922735827,5,5
"349",20,49,1,2,0,"rectangular",18.183280606873,7.44766267181019,5.93958480214248,6,4
"350",20,50,1,2,0,"rectangular",11.8830923980399,9.06376798479947,9.09485482059182,3,3
"351",20,51,1,2,0,"rectangular",11.6556092668547,4.38630946136422,3.10129409180374,4,4
"352",20,52,1,2,0,"rectangular",12.911182985462,2.82823170325346,4.15787767515834,4,5
"353",20,53,1,2,0,"rectangular",9.90102819576238,4.41958837889599,4.64565753396815,4,4
"354",20,54,1,2,0,"rectangular",9.81107819742118,4.79283277909842,2.5254584451002,3,5
"355",20,55,1,2,0,"rectangular",7.7586625966808,5.91055476326831,6.91719080187805,3,3
"356",20,56,1,2,0,"rectangular",13.06396796724,10.6702243465365,11.1633384622441,4,3
"357",20,57,1,2,0,"rectangular",14.3193332420578,7.11474368948912,12.9402930382573,3,5
"358",20,58,1,2,0,"rectangular",10.1800316298274,7.59219756208185,7.98555642044491,3,4
"359",20,59,1,2,0,"rectangular",10.1891168578494,2.45074802023906,4.20056601928621,5,4
"360",20,60,1,2,0,"rectangular",10.3285515706366,5.06678735573315,4.26936724714569,7,5
"361",20,61,1,2,0,"rectangular",9.27302941823567,5.25380652376152,5.1157749804959,4,3
"362",20,62,1,2,0,"rectangular",8.62792024637421,4.50252468002319,2.22664254703027,4,4
"363",20,63,1,2,0,"rectangular",13.8174465420184,3.00050223450887,1.7718995587769,5,4
"364",20,64,1,2,0,"rectangular",14.0387060167325,4.08422596779212,1.96163128320475,5,4
"365",20,65,1,2,0,"rectangular",15.7043010575063,6.55882252359942,5.09559124430122,5,3
"366",20,66,1,2,0,"rectangular",11.4240942156211,8.81503456256293,9.54137022788869,3,3
"367",20,67,1,2,0,"rectangular",11.7906386400672,7.40552655611032,5.63212051255956,4,4
"368",20,68,1,2,0,"rectangular",12.7805843299754,11.1833250979366,10.3349382640392,3,4
"369",20,69,1,2,0,"rectangular",12.9610120884991,7.91609019511149,7.97694114580788,3,3
"370",20,70,1,2,0,"rectangular",12.5639380808439,9.74782936231466,10.9926736848596,3,3
"371",20,71,1,2,0,"rectangular",12.8262190395005,9.24399332835383,9.08210464568903,2,4
"372",20,72,1,2,0,"rectangular",11.8101926541922,8.65382908803913,7.7054064810857,5,3
"373",20,73,1,2,0,"rectangular",16.2415305531453,11.0369224804862,7.36348960347933,9,3
"374",20,74,1,2,0,"rectangular",11.1876873364908,3.35574797513449,3.30217739754965,5,3
"375",20,75,1,2,0,"rectangular",10.2001382671697,6.59360332324649,5.58122212564549,11,5
"376",20,76,1,2,0,"rectangular",13.6515055062723,11.6953027951077,12.3169888643189,2,3
"377",20,77,1,2,0,"rectangular",11.2946915933711,5.56701870683967,5.3723881299617,3,3
"378",20,78,1,2,0,"rectangular",14.4467440193091,6.7376743394274,4.95895528261038,5,3
"379",20,79,1,2,0,"rectangular",23.6584719850909,7.17564159503366,7.34818841144676,4,6
"380",20,80,1,2,0,"rectangular",13.4654279553789,12.1072698078021,9.38959523294813,3,3
"381",20,81,1,2,0,"rectangular",12.0298218754405,9.74583180680199,10.2346926324705,2,4
"382",20,82,1,2,0,"rectangular",11.6532529218953,9.25561544430907,8.64604572752229,4,3
"383",20,83,1,2,0,"rectangular",13.7908478385727,8.17290138167458,6.95047414864177,3,4
"384",20,84,1,2,0,"rectangular",12.4105629381509,10.0554027152913,9.65862582323525,6,9
"385",20,85,1,2,0,"rectangular",10.2821349395195,4.50971524327797,2.91818785803921,3,4
"386",20,86,1,2,0,"rectangular",11.1231155455047,10.1967544462782,10.4985036263729,4,2
"387",20,87,1,2,0,"rectangular",16.2207571724407,4.82264596123714,3.03394844439267,5,5
"388",20,88,1,2,0,"rectangular",12.7417710539847,3.94861055972402,2.21478768797193,4,4
"389",20,89,1,2,0,"rectangular",8.3529575534734,4.75378521292527,4.04748016282991,5,4
"390",20,90,1,2,0,"rectangular",10.2087664896999,8.45498039589017,8.55199365366922,3,3
"391",20,91,1,2,0,"rectangular",19.0705234676178,6.57426680779652,9.6791184350341,5,6
"392",20,92,1,2,0,"rectangular",9.91387874164945,6.33385150003363,6.20147659599561,3,4
"393",20,93,1,2,0,"rectangular",15.0213255951655,9.46605904086897,7.09784863337672,8,3
"394",20,94,1,2,0,"rectangular",10.4849549617579,3.84420548370038,1.32644663120301,5,5
"395",20,95,1,2,0,"rectangular",15.0414527339503,5.48613719541597,4.79357449931102,4,4
"396",20,96,1,2,0,"rectangular",18.2703142834805,5.64489176109904,5.65083714414452,4,4
"397",20,97,1,2,0,"rectangular",11.7751559450957,2.31852119450614,2.2355972279612,4,4
"398",20,98,1,2,0,"rectangular",11.3674001351363,7.75477401188901,7.59253008188288,3,3
"399",20,99,1,2,0,"rectangular",15.80309136035,14.8391107932406,10.075371244354,6,4
"400",20,100,1,2,0,"rectangular",13.6807117031441,12.4140444580506,11.9927628517564,2,3
"401",20,1,1,4,0,"rectangular",38.8744891102759,36.0352289057193,37.6376397339381,4,13
"402",20,2,1,4,0,"rectangular",32.4734763946459,26.9101603247459,22.3211746066399,6,5
"403",20,3,1,4,0,"rectangular",40.1840792864998,36.767307852509,38.7418783047964,3,9
"404",20,4,1,4,0,"rectangular",37.5200210749047,29.5452556719554,30.9210332820202,6,4
"405",20,5,1,4,0,"rectangular",28.9677868303216,18.0208781003066,18.9305505911881,6,13
"406",20,6,1,4,0,"rectangular",36.4096622904608,31.3739713190092,30.5742845404308,4,5
"407",20,7,1,4,0,"rectangular",27.9894792587271,20.4826956175093,12.4220717420767,4,9
"408",20,8,1,4,0,"rectangular",38.3724213054195,31.4197366698278,30.6325684182022,6,3
"409",20,9,1,4,0,"rectangular",40.2010658676705,37.7921107023832,38.4585037919631,4,4
"410",20,10,1,4,0,"rectangular",36.9842516465385,32.1813203242149,35.0061684460087,6,3
"411",20,11,1,4,0,"rectangular",31.947827704995,29.9068524999522,30.9112870024713,6,11
"412",20,12,1,4,0,"rectangular",26.8949637143707,17.3982282358337,17.4756010613099,6,8
"413",20,13,1,4,0,"rectangular",28.8731609211508,25.0851602418952,27.4404976765061,5,7
"414",20,14,1,4,0,"rectangular",45.0353764896411,40.2072355311436,38.9876897232093,11,14
"415",20,15,1,4,0,"rectangular",27.5615171561958,21.120111010695,22.7682629070684,6,6
"416",20,16,1,4,0,"rectangular",37.1636160934632,29.0657884070346,30.7001074894872,5,4
"417",20,17,1,4,0,"rectangular",42.7003075093369,37.8448082974171,37.6658388351599,3,5
"418",20,18,1,4,0,"rectangular",42.4614281257111,36.4541751917378,28.4748225056877,12,10
"419",20,19,1,4,0,"rectangular",42.150091208477,42.1067131196755,41.7486913582912,8,4
"420",20,20,1,4,0,"rectangular",27.5038422899127,25.2625378991594,23.7168602614694,14,11
"421",20,21,1,4,0,"rectangular",27.1959996201533,24.3970542675165,13.128659046981,9,14
"422",20,22,1,4,0,"rectangular",33.574830778021,26.1238309130017,24.7141022682771,10,12
"423",20,23,1,4,0,"rectangular",34.3775855090765,27.6605193074772,30.5233151700667,5,6
"424",20,24,1,4,0,"rectangular",40.4456674124833,39.0250935462608,40.0191879979962,3,5
"425",20,25,1,4,0,"rectangular",31.8292770587323,26.8927626280711,27.2028831306635,4,6
"426",20,26,1,4,0,"rectangular",34.6528427955133,32.9409609951893,31.4535339333761,6,4
"427",20,27,1,4,0,"rectangular",32.704990995063,26.5653564566451,21.0403302012241,5,6
"428",20,28,1,4,0,"rectangular",31.6261506988935,24.9141119700667,25.2580623365969,5,5
"429",20,29,1,4,0,"rectangular",29.6620961573032,16.5966303122049,9.32223472991182,9,5
"430",20,30,1,4,0,"rectangular",38.4556562294748,31.2595092104582,28.6871751132061,6,5
"431",20,31,1,4,0,"rectangular",28.7911621908545,24.591933094994,25.0744293749204,9,5
"432",20,32,1,4,0,"rectangular",34.9652230194655,33.1998203397883,37.6400250210809,11,11
"433",20,33,1,4,0,"rectangular",37.47844830401,29.5730801115133,32.3662396022463,5,5
"434",20,34,1,4,0,"rectangular",34.0433038917564,30.0810687479105,31.5458227718955,7,8
"435",20,35,1,4,0,"rectangular",38.3175979840156,39.6339292025952,19.4950776857941,15,11
"436",20,36,1,4,0,"rectangular",34.6021112218213,27.1743221921121,29.3153164181811,5,7
"437",20,37,1,4,0,"rectangular",41.5544528852338,36.9015158343311,36.6861229952523,3,6
"438",20,38,1,4,0,"rectangular",35.7859901270463,35.8178046834912,33.5193053954979,11,11
"439",20,39,1,4,0,"rectangular",35.5942242125684,33.8630123612798,36.4679643857613,6,4
"440",20,40,1,4,0,"rectangular",37.0543045832023,29.1616587619035,28.3792958039562,5,6
"441",20,41,1,4,0,"rectangular",38.156863148936,29.0239965550043,26.6088734339135,4,5
"442",20,42,1,4,0,"rectangular",39.9060460576669,33.4729258321257,30.8451436896606,3,5
"443",20,43,1,4,0,"rectangular",33.7192287456912,26.0511248050853,25.464251419694,9,5
"444",20,44,1,4,0,"rectangular",29.700113631868,19.5769215313014,11.5034375248087,7,5
"445",20,45,1,4,0,"rectangular",39.6700145584446,34.9964026482483,34.1387246773439,4,4
"446",20,46,1,4,0,"rectangular",38.7157370786572,34.7023910445113,32.9698569757274,5,5
"447",20,47,1,4,0,"rectangular",36.5043818436722,33.0714183528289,33.9809938429492,5,5
"448",20,48,1,4,0,"rectangular",37.5194777503531,19.9204811992074,38.1744445983675,8,6
"449",20,49,1,4,0,"rectangular",30.9525094287178,21.5495193509993,18.9389026384536,6,5
"450",20,50,1,4,0,"rectangular",39.3405039592218,31.6165053750845,31.466121730837,5,9
"451",20,51,1,4,0,"rectangular",37.2208130545052,36.0719433502974,27.9146497454962,7,10
"452",20,52,1,4,0,"rectangular",29.4468685219235,28.4034942494001,22.5977352293052,11,13
"453",20,53,1,4,0,"rectangular",30.0598084035237,23.5728881866888,25.5349774978655,7,4
"454",20,54,1,4,0,"rectangular",35.6998347779047,23.2124689864685,21.2589374656555,6,4
"455",20,55,1,4,0,"rectangular",30.6024250679024,24.4505215788758,26.845049769689,5,5
"456",20,56,1,4,0,"rectangular",40.0796527863004,36.0915021371639,38.9605934355002,5,5
"457",20,57,1,4,0,"rectangular",28.8052008235273,18.9626500495699,28.0541239864027,4,7
"458",20,58,1,4,0,"rectangular",37.8393356360379,30.7963809225299,31.0074327790637,7,5
"459",20,59,1,4,0,"rectangular",34.7063860263379,24.9905537754755,24.6631704406456,6,5
"460",20,60,1,4,0,"rectangular",37.8250298784692,38.9106132393738,34.4970084896109,12,12
"461",20,61,1,4,0,"rectangular",29.594035848737,23.5499011934313,21.988692720761,11,6
"462",20,62,1,4,0,"rectangular",29.8747459998314,23.7225565291739,19.9898149476149,6,5
"463",20,63,1,4,0,"rectangular",21.9938969861565,11.4604906698658,10.1916069313666,6,7
"464",20,64,1,4,0,"rectangular",19.2585780128011,12.0223430708005,13.122595473395,11,4
"465",20,65,1,4,0,"rectangular",36.5198957038164,26.4198263369037,20.7331109038017,4,6
"466",20,66,1,4,0,"rectangular",40.5936722130107,36.0231289938296,38.4329168801888,3,7
"467",20,67,1,4,0,"rectangular",36.5152467676359,35.5547871927084,29.0867303917187,8,10
"468",20,68,1,4,0,"rectangular",41.489484293295,39.5107873266717,40.046340658302,5,3
"469",20,69,1,4,0,"rectangular",40.8119687631462,37.972868758952,36.3198936952728,5,8
"470",20,70,1,4,0,"rectangular",35.7000393694383,32.3860724629991,36.0554398666864,11,4
"471",20,71,1,4,0,"rectangular",41.4291727089,37.6096476449217,36.9476960947637,5,5
"472",20,72,1,4,0,"rectangular",37.1068206552751,33.6100739296425,34.8429707007221,5,5
"473",20,73,1,4,0,"rectangular",42.5368552832969,39.7638048187481,33.417211843066,6,8
"474",20,74,1,4,0,"rectangular",31.2752635737739,29.9382886759539,24.0742853705604,12,7
"475",20,75,1,4,0,"rectangular",34.2981252919403,33.5424535045403,29.0523836453922,11,12
"476",20,76,1,4,0,"rectangular",43.1116149169699,40.3460846346089,41.5617179851693,4,4
"477",20,77,1,4,0,"rectangular",34.4953547031303,32.0024419377663,28.1190512752478,4,5
"478",20,78,1,4,0,"rectangular",36.4633155190405,32.9247094541836,31.2375600797967,5,4
"479",20,79,1,4,0,"rectangular",35.3611566829177,18.6199847090109,10.9935001585517,7,4
"480",20,80,1,4,0,"rectangular",40.8282092621653,39.8055451132252,40.3237702581753,3,3
"481",20,81,1,4,0,"rectangular",37.5708821791826,37.100221755476,38.1197867257254,10,3
"482",20,82,1,4,0,"rectangular",41.5518134229749,41.1686121856495,36.5717589708048,8,8
"483",20,83,1,4,0,"rectangular",42.6389158847686,36.2821537602198,35.6404535401866,5,3
"484",20,84,1,4,0,"rectangular",34.1600363430526,28.0110275832348,29.8356945249876,5,6
"485",20,85,1,4,0,"rectangular",39.4965962422007,40.1797018860778,29.6456094733014,9,8
"486",20,86,1,4,0,"rectangular",36.4961835839214,32.061648292456,35.7688141873884,6,5
"487",20,87,1,4,0,"rectangular",28.3841854868624,10.3450778954366,14.1915248676584,8,6
"488",20,88,1,4,0,"rectangular",35.7670280368538,26.1322829767361,21.3890382944281,7,17
"489",20,89,1,4,0,"rectangular",28.4683151981266,15.7452592834968,12.0728284673403,7,4
"490",20,90,1,4,0,"rectangular",39.6741579357889,31.9688116509712,31.4407053591288,4,10
"491",20,91,1,4,0,"rectangular",42.8248822667279,20.587471804878,15.1324422551242,7,6
"492",20,92,1,4,0,"rectangular",35.2043846055718,33.1370781392015,31.3554188125344,10,4
"493",20,93,1,4,0,"rectangular",35.8411226938186,27.1867093115049,28.1855341493653,6,4
"494",20,94,1,4,0,"rectangular",28.1574849480476,19.740660284034,16.0834410550689,4,11
"495",20,95,1,4,0,"rectangular",30.36096233167,18.9131690982601,11.9155305942017,4,7
"496",20,96,1,4,0,"rectangular",39.2619751208386,32.3085520378676,26.2764267840466,7,14
"497",20,97,1,4,0,"rectangular",19.8491391020011,8.91170935501657,7.97874659822302,8,5
"498",20,98,1,4,0,"rectangular",37.0428648116409,30.0655154032964,31.5917600631897,5,6
"499",20,99,1,4,0,"rectangular",41.9326565272841,41.2572070520349,39.9124778703288,4,9
"500",20,100,1,4,0,"rectangular",42.7567089403265,40.6567043488423,41.809061027065,4,3
"501",20,1,1,6,0,"rectangular",68.6853545272701,62.3386931664497,65.8662739980654,7,5
"502",20,2,1,6,0,"rectangular",59.276928108395,55.8009735696928,54.3335745186654,6,6
"503",20,3,1,6,0,"rectangular",74.0460289486907,69.9598760255751,72.465759399967,5,5
"504",20,4,1,6,0,"rectangular",67.1420202418132,58.5835630385585,61.4362632533144,6,5
"505",20,5,1,6,0,"rectangular",55.1088266697473,44.1469317441988,43.213720266429,8,7
"506",20,6,1,6,0,"rectangular",65.9985164626013,60.9206026231842,60.1680888454507,7,6
"507",20,7,1,6,0,"rectangular",64.4088034359387,62.9067870757569,62.2836238118895,8,7
"508",20,8,1,6,0,"rectangular",70.0649058240394,61.2455859463967,62.8617959633835,6,5
"509",20,9,1,6,0,"rectangular",71.1631748702494,66.6243271292085,68.3531647423831,6,5
"510",20,10,1,6,0,"rectangular",65.0852888513074,60.2458487563978,64.4392613466009,6,6
"511",20,11,1,6,0,"rectangular",58.8722138865467,48.6740179715438,52.6052645957966,6,8
"512",20,12,1,6,0,"rectangular",54.0508928854789,53.7947688010539,49.4415641156523,13,14
"513",20,13,1,6,0,"rectangular",58.2352879591557,45.2209082947847,51.1998915759387,10,5
"514",20,14,1,6,0,"rectangular",54.9944978756656,54.179235157767,65.1582514187076,16,12
"515",20,15,1,6,0,"rectangular",54.6057109612601,47.2909509099409,52.8746029319477,7,6
"516",20,16,1,6,0,"rectangular",66.9273205179097,61.0237156512761,62.7442944224567,6,4
"517",20,17,1,6,0,"rectangular",73.8088078888892,70.4223342172779,71.9488423465709,4,3
"518",20,18,1,6,0,"rectangular",41.6895931572522,25.2889392302306,26.3193313140995,15,6
"519",20,19,1,6,0,"rectangular",73.101783606964,68.2115846186684,70.180116298747,5,13
"520",20,20,1,6,0,"rectangular",51.286916633653,45.9654325532039,39.5001459595089,7,5
"521",20,21,1,6,0,"rectangular",53.2861987039386,44.4835257512288,27.1145213286708,9,6
"522",20,22,1,6,0,"rectangular",40.1062812062574,20.2620797664475,21.7132687910759,7,10
"523",20,23,1,6,0,"rectangular",65.6798209822023,64.4167612157448,63.3984188492661,7,14
"524",20,24,1,6,0,"rectangular",72.3780022936291,71.1591662832079,72.1028876108543,6,5
"525",20,25,1,6,0,"rectangular",61.5578349130576,52.0145255199182,46.3032282878615,7,12
"526",20,26,1,6,0,"rectangular",65.2158397944155,60.678501775768,65.007091792523,11,5
"527",20,27,1,6,0,"rectangular",59.7248248975538,53.7364291376338,49.149185221846,6,7
"528",20,28,1,6,0,"rectangular",61.2763735831366,57.3978743954253,58.4998839351931,5,7
"529",20,29,1,6,0,"rectangular",63.6233361997132,54.2751581391119,55.5170299465027,5,8
"530",20,30,1,6,0,"rectangular",68.0603325887432,68.9965375936931,58.5368891115442,11,12
"531",20,31,1,6,0,"rectangular",60.3165105517936,51.3837170619826,56.5077875385907,5,6
"532",20,32,1,6,0,"rectangular",64.8846503569791,64.9862340316743,69.4065505018792,12,15
"533",20,33,1,6,0,"rectangular",68.1316650331474,65.6132259571511,65.2369764875156,9,7
"534",20,34,1,6,0,"rectangular",64.4295463604368,58.1233500165515,65.174246598393,10,5
"535",20,35,1,6,0,"rectangular",70.0450280482575,55.9138737105252,50.6924133373023,5,7
"536",20,36,1,6,0,"rectangular",64.1938155319262,59.9443419785329,62.5757655303511,6,6
"537",20,37,1,6,0,"rectangular",73.1242943404891,71.6636132327646,68.5532306097379,8,7
"538",20,38,1,6,0,"rectangular",64.3877441433278,63.9710296580824,61.4942767659116,13,12
"539",20,39,1,6,0,"rectangular",65.2777090801352,61.9638216036596,67.807462314869,6,8
"540",20,40,1,6,0,"rectangular",67.8683644838305,64.617803495428,65.3288460123843,4,6
"541",20,41,1,6,0,"rectangular",67.2769291815557,59.7561001032502,60.3789795441011,5,6
"542",20,42,1,6,0,"rectangular",72.8813011466577,69.233685453364,64.1150205190071,7,6
"543",20,43,1,6,0,"rectangular",59.2333032951978,54.5782760494978,54.9040196143965,7,7
"544",20,44,1,6,0,"rectangular",55.7123966077169,45.1697800203226,38.5627667879992,8,8
"545",20,45,1,6,0,"rectangular",71.433537843455,68.797127757171,66.4284742269254,11,6
"546",20,46,1,6,0,"rectangular",68.435932776364,62.576274302836,63.2477293811219,4,7
"547",20,47,1,6,0,"rectangular",73.3868089624459,70.6032942097906,72.8124625149748,4,6
"548",20,48,1,6,0,"rectangular",57.4917032473162,53.6443197086376,79.2941032414448,15,9
"549",20,49,1,6,0,"rectangular",52.9077530294279,48.7066256886782,44.8191917188622,5,11
"550",20,50,1,6,0,"rectangular",70.6586175514165,64.7663282843231,68.2233845349945,6,4
"551",20,51,1,6,0,"rectangular",68.5803878465331,60.9411673547343,57.7056148551695,7,5
"552",20,52,1,6,0,"rectangular",62.0605473928233,50.5644037877729,52.3479662685841,6,8
"553",20,53,1,6,0,"rectangular",59.2348849391749,54.9037838301814,53.6445125093546,6,17
"554",20,54,1,6,0,"rectangular",70.1218151907056,63.3516961471762,63.3518105278387,5,5
"555",20,55,1,6,0,"rectangular",54.4865898615164,47.9929990654805,50.5495616381237,8,6
"556",20,56,1,6,0,"rectangular",71.9751476802819,67.8473116983882,72.3561089859547,6,5
"557",20,57,1,6,0,"rectangular",51.30874088795,38.759027363088,19.0256243959894,7,7
"558",20,58,1,6,0,"rectangular",66.0879686202517,56.8192635209447,58.7715511911693,7,6
"559",20,59,1,6,0,"rectangular",61.9230334237762,45.224149087309,44.8724894579781,5,9
"560",20,60,1,6,0,"rectangular",69.5388442592463,58.2872636184571,61.9419165043607,12,5
"561",20,61,1,6,0,"rectangular",56.5551339646698,49.257473698199,49.0413772477711,7,8
"562",20,62,1,6,0,"rectangular",61.0725964366753,50.1523260645397,47.6498436712496,6,6
"563",20,63,1,6,0,"rectangular",51.3451841320849,47.4745173564303,46.6705118670943,8,13
"564",20,64,1,6,0,"rectangular",48.788765629212,48.595271788176,41.4951020885529,15,10
"565",20,65,1,6,0,"rectangular",66.1877584742025,61.9426039780097,59.1245672860728,10,7
"566",20,66,1,6,0,"rectangular",75.0136181791144,71.4095201069075,73.3885207066928,4,11
"567",20,67,1,6,0,"rectangular",69.2212102228716,64.1055038660388,67.5864757860016,6,5
"568",20,68,1,6,0,"rectangular",74.1174732753192,71.9984945902014,72.4922262937461,4,6
"569",20,69,1,6,0,"rectangular",72.1582252909364,71.566742677584,69.5780373039109,12,9
"570",20,70,1,6,0,"rectangular",66.8777505427204,62.1878921178456,67.6898482827562,6,6
"571",20,71,1,6,0,"rectangular",70.875690998575,68.7917460905435,68.5725848245576,6,6
"572",20,72,1,6,0,"rectangular",66.7550759087357,61.3712251976754,64.6596944407162,7,5
"573",20,73,1,6,0,"rectangular",73.8767727914324,75.1375268145079,66.4795301591898,8,7
"574",20,74,1,6,0,"rectangular",58.0578448276065,50.0003953826538,49.01819833235,6,7
"575",20,75,1,6,0,"rectangular",60.5510670786715,54.7744832654896,58.0204595810528,8,6
"576",20,76,1,6,0,"rectangular",75.6298334014556,72.5059864876372,74.0433117617124,4,11
"577",20,77,1,6,0,"rectangular",66.2795679288625,60.4215511629615,59.5972278347861,7,4
"578",20,78,1,6,0,"rectangular",65.031158038015,54.3340100095377,55.3443656455784,5,10
"579",20,79,1,6,0,"rectangular",69.5825207481475,58.2854202296198,55.5382354510397,5,12
"580",20,80,1,6,0,"rectangular",71.8005188470885,70.4335334768096,72.0110516350268,4,7
"581",20,81,1,6,0,"rectangular",69.8920718516312,65.2041671371513,69.2174139936523,5,10
"582",20,82,1,6,0,"rectangular",72.0228843774832,68.6628676967293,68.9090484045829,6,11
"583",20,83,1,6,0,"rectangular",71.4800963644056,71.924246934023,62.0175941392458,10,13
"584",20,84,1,6,0,"rectangular",63.4889281741767,62.0493177473301,59.5030530393894,6,12
"585",20,85,1,6,0,"rectangular",68.597700877488,54.2220401812418,51.4684271733558,11,4
"586",20,86,1,6,0,"rectangular",65.9840488027817,63.2265211579838,68.5638591732272,5,7
"587",20,87,1,6,0,"rectangular",54.1807166198971,52.316447582884,64.6525828988916,16,13
"588",20,88,1,6,0,"rectangular",38.4430261164562,23.8181171444039,16.3727599062204,7,9
"589",20,89,1,6,0,"rectangular",49.6128645466567,45.2674391696959,40.2279128426077,10,13
"590",20,90,1,6,0,"rectangular",69.6007510111485,69.3300240388602,69.7624053942733,8,10
"591",20,91,1,6,0,"rectangular",46.7973626021045,38.0624959077183,22.6758800983467,12,8
"592",20,92,1,6,0,"rectangular",64.5651931436549,65.1423692804106,54.2214811899945,14,13
"593",20,93,1,6,0,"rectangular",69.3412216979738,58.131075567597,57.653484513814,6,5
"594",20,94,1,6,0,"rectangular",60.2775352733348,49.8954006878763,48.7156713970447,6,6
"595",20,95,1,6,0,"rectangular",57.9673720051471,50.3735222813099,35.2922768106306,11,8
"596",20,96,1,6,0,"rectangular",40.8952935028386,24.370997682198,23.8023961086755,7,12
"597",20,97,1,6,0,"rectangular",43.6905396354179,43.1553200568391,36.918245992663,17,9
"598",20,98,1,6,0,"rectangular",68.3979214432637,60.9546300565238,63.6132875636204,7,5
"599",20,99,1,6,0,"rectangular",74.9029841179166,74.4885696380168,73.5365744929106,10,4
"600",20,100,1,6,0,"rectangular",75.3562237940604,74.3911779257578,74.9931652506346,4,4
"601",30,1,1,2,0,"rectangular",12.2382629841144,8.18757383170667,8.73922634889916,4,4
"602",30,2,1,2,0,"rectangular",18.4715736708582,4.4340921874256,3.64764723544782,5,4
"603",30,3,1,2,0,"rectangular",12.9191573215755,9.04179076419809,8.6709252975242,4,4
"604",30,4,1,2,0,"rectangular",12.5571198473628,5.19447210098795,6.92357171408375,5,3
"605",30,5,1,2,0,"rectangular",12.4730312874663,3.50264062228674,3.3078209725836,3,7
"606",30,6,1,2,0,"rectangular",19.4153358148506,3.86164081814776,3.17183774844291,3,6
"607",30,7,1,2,0,"rectangular",30.4187477904852,17.3405243749943,5.89868438709458,9,10
"608",30,8,1,2,0,"rectangular",15.4141697304174,5.04982851081256,3.54743726543957,4,4
"609",30,9,1,2,0,"rectangular",18.4682392790392,8.31267090512534,7.5395005074831,4,4
"610",30,10,1,2,0,"rectangular",12.6679234165583,7.82472198961305,7.77027559672304,4,4
"611",30,11,1,2,0,"rectangular",7.46585992478295,5.64085428440737,7.19192841671245,5,4
"612",30,12,1,2,0,"rectangular",9.19617898680306,5.78417711414284,7.43462151234856,13,5
"613",30,13,1,2,0,"rectangular",10.7966972422503,4.21893336534916,4.8349161250158,4,5
"614",30,14,1,2,0,"rectangular",21.3701693825152,3.25235918814843,1.68868639643021,5,5
"615",30,15,1,2,0,"rectangular",9.78889668472462,5.09620135288414,4.29602748597531,6,4
"616",30,16,1,2,0,"rectangular",9.40012702261089,5.39072839334996,5.2920521117857,4,4
"617",30,17,1,2,0,"rectangular",14.3519362630153,7.90280695517662,5.22205360379764,4,4
"618",30,18,1,2,0,"rectangular",23.6909102755663,5.30725284058173,4.68702964841157,5,5
"619",30,19,1,2,0,"rectangular",13.5762482789425,10.3644232891319,7.54683031699203,4,4
"620",30,20,1,2,0,"rectangular",10.3944568475237,1.77688381106201,1.08878616857225,5,5
"621",30,21,1,2,0,"rectangular",12.5564063950335,4.42596170064798,2.22039808121308,5,5
"622",30,22,1,2,0,"rectangular",18.3311178637735,3.68343290195736,2.22607439285866,5,8
"623",30,23,1,2,0,"rectangular",10.8949143625764,6.77460826262315,7.39830621917301,6,3
"624",30,24,1,2,0,"rectangular",14.1320651891645,9.62843316123173,8.96600348503908,4,4
"625",30,25,1,2,0,"rectangular",11.2204332745702,3.19272522407866,3.70997076256701,5,4
"626",30,26,1,2,0,"rectangular",12.844900629941,4.53590384949198,3.39079748682628,4,5
"627",30,27,1,2,0,"rectangular",13.9029979804482,2.73081215938565,2.59650890737926,4,4
"628",30,28,1,2,0,"rectangular",9.34131440591801,3.55567469334691,3.70570037464442,5,4
"629",30,29,1,2,0,"rectangular",19.9741542191196,2.83257709083377,3.31761054217094,5,6
"630",30,30,1,2,0,"rectangular",12.747471304124,4.94981788251879,3.1470673174484,3,5
"631",30,31,1,2,0,"rectangular",10.1153528982676,6.06371213177518,7.20556933097411,4,4
"632",30,32,1,2,0,"rectangular",12.2324708666051,10.6978529645975,11.1240127309887,4,3
"633",30,33,1,2,0,"rectangular",8.6935410545916,6.65742026357766,5.22257034443054,4,10
"634",30,34,1,2,0,"rectangular",13.0009066329332,7.34859933348043,7.20628304082789,3,4
"635",30,35,1,2,0,"rectangular",20.1244550105422,4.69441229992815,5.12147219604142,5,10
"636",30,36,1,2,0,"rectangular",11.1281911138783,5.45090068369784,7.52510927844808,5,3
"637",30,37,1,2,0,"rectangular",16.7381977739774,6.67328407050774,4.42316251450075,4,4
"638",30,38,1,2,0,"rectangular",9.96289515656416,7.4876774457142,7.57047469249893,5,4
"639",30,39,1,2,0,"rectangular",16.480763784812,8.15936348829408,8.41174014950226,3,5
"640",30,40,1,2,0,"rectangular",15.1911417286227,3.78792623402351,2.92579180283832,4,5
"641",30,41,1,2,0,"rectangular",16.8766313499225,3.31752833823914,2.78329679643579,7,4
"642",30,42,1,2,0,"rectangular",28.9816888758646,15.2131139681553,8.12190640224101,9,7
