"GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
30,18,1,2,0,"trapezoid",23.6909102755663,6.96222134499821,5.93990913869257,5,5
30,19,1,2,0,"trapezoid",13.5762482789425,11.7336321608188,7.55761249055333,4,4
30,20,1,2,0,"trapezoid",10.3944568475237,1.74012101213651,1.03973677501135,5,5
30,21,1,2,0,"trapezoid",12.5564063950335,5.1529179935182,2.11658996904489,5,5
30,22,1,2,0,"trapezoid",18.3311178637735,5.28790320425519,2.53362257282206,5,8
30,23,1,2,0,"trapezoid",10.8949143625764,5.43340530879113,6.56845562621987,6,3
30,24,1,2,0,"trapezoid",14.1320651891645,10.5458844334617,9.44127383732559,4,4
30,25,1,2,0,"trapezoid",11.2204332745702,2.70701919227205,3.32650196461512,5,4
30,26,1,2,0,"trapezoid",12.844900629941,6.20586054024084,3.41039538894456,4,5
30,27,1,2,0,"trapezoid",13.9029979804482,3.67706243664611,2.44299545677262,4,4
30,28,1,2,0,"trapezoid",9.34131440591801,3.98870083154824,3.43997103671502,5,4
30,29,1,2,0,"trapezoid",19.9741542191196,3.14614766537957,3.90463403830702,5,6
30,30,1,2,0,"trapezoid",12.747471304124,6.06469533589579,3.49277231737508,3,5
30,31,1,2,0,"trapezoid",10.1153528982676,5.80934015578829,6.76363169282153,4,4
30,32,1,2,0,"trapezoid",12.2324708666051,10.882586489262,10.9575970512246,4,3
30,33,1,2,0,"trapezoid",8.6935410545916,6.94567019250754,5.56931238463646,4,10
30,34,1,2,0,"trapezoid",13.0009066329332,7.82284999451598,7.18784406239243,3,4
30,35,1,2,0,"trapezoid",20.1244550105422,7.86036746585949,7.31316068925983,5,10
30,36,1,2,0,"trapezoid",11.1281911138783,5.01478307508101,6.94853699948612,5,3
30,37,1,2,0,"trapezoid",16.7381977739774,7.92046975278305,4.91644025822317,4,4
30,38,1,2,0,"trapezoid",9.96289515656416,7.12612931109676,7.46092943342991,5,4
30,39,1,2,0,"trapezoid",16.480763784812,9.89635483775462,8.88126035164588,3,5
30,40,1,2,0,"trapezoid",15.1911417286227,4.85818403259676,2.92571980264603,4,5
30,41,1,2,0,"trapezoid",16.8766313499225,5.18334345210481,2.62585369601466,7,4
30,42,1,2,0,"trapezoid",28.9816888758646,18.1661052358769,8.64168277785235,9,7
30,43,1,2,0,"trapezoid",9.3390108647416,4.32943965458851,4.14464678205265,5,4
30,44,1,2,0,"trapezoid",19.83101047473,11.2206253655691,8.94384779870382,10,4
30,45,1,2,0,"trapezoid",13.3500812505333,7.59345519326205,3.51322655216571,3,5
30,46,1,2,0,"trapezoid",16.0045007427703,6.49150328771321,5.01053150741073,4,4
30,47,1,2,0,"trapezoid",10.7967036053728,5.34601174679035,3.51901110684184,8,5
30,48,1,2,0,"trapezoid",27.201571876949,14.4546132371896,8.71401725532785,6,5
30,49,1,2,0,"trapezoid",34.7930315887308,7.85903647205742,3.7754490230662,5,4
30,50,1,2,0,"trapezoid",11.4347960260113,8.5304709922306,7.34177557646495,3,4
30,51,1,2,0,"trapezoid",12.546260370071,2.33510401352346,3.17744457132043,5,4
30,52,1,2,0,"trapezoid",19.9235469067364,15.2347307172673,6.98294617316615,11,10
30,53,1,2,0,"trapezoid",10.4286708831592,4.24774812509287,4.05743507920647,7,4
30,54,1,2,0,"trapezoid",16.9591094114069,3.92364960437766,1.5884371131351,5,4
30,55,1,2,0,"trapezoid",19.2556657841543,4.28140864224362,4.39499606885504,5,4
30,56,1,2,0,"trapezoid",13.7072334407028,10.405458237535,10.8466323218983,4,3
30,57,1,2,0,"trapezoid",46.8152685239312,26.5610452909799,18.4810439296556,12,5
30,58,1,2,0,"trapezoid",9.63873409424567,6.61174212456273,7.66608169302036,4,3
30,59,1,2,0,"trapezoid",10.0090686555739,3.92187522981205,3.04042013127026,4,6
30,60,1,2,0,"trapezoid",16.1925911752962,4.10241822640894,5.09241158990051,5,4
30,61,1,2,0,"trapezoid",9.21980984647299,4.24206506506572,2.28903980600269,5,4
30,62,1,2,0,"trapezoid",13.82159526347,3.46976991589405,1.76614093126961,4,6
30,63,1,2,0,"trapezoid",16.5675131200294,7.26290697661975,4.34412857352613,5,9
30,64,1,2,0,"trapezoid",19.4552636391791,6.6924373336298,3.18581296188113,8,4
30,65,1,2,0,"trapezoid",13.5889751624797,4.7705589908715,4.05517068687702,4,4
30,66,1,2,0,"trapezoid",11.9652932185705,9.06260822350992,7.54668395794182,4,4
30,67,1,2,0,"trapezoid",12.555797274622,7.22483511486293,5.45908758235712,6,4
30,68,1,2,0,"trapezoid",14.7220211238574,14.3144416536666,11.308221193175,4,8
30,69,1,2,0,"trapezoid",12.2657083746177,8.73701246035426,5.55346120569376,4,5
30,70,1,2,0,"trapezoid",13.5367127493611,9.38857644540488,9.98233009639211,4,3
30,71,1,2,0,"trapezoid",14.387030005038,9.83728259901894,7.56225305040979,4,4
30,72,1,2,0,"trapezoid",11.6535536856016,8.7019164758112,5.47759575081411,5,4
30,73,1,2,0,"trapezoid",22.4284577214026,4.99840767806773,3.65022090338762,6,4
30,74,1,2,0,"trapezoid",16.796483554139,4.99495469290126,3.70252778583344,4,5
30,75,1,2,0,"trapezoid",17.5199815768677,4.1338225351319,5.13262378342551,4,6
30,76,1,2,0,"trapezoid",14.1364136494963,12.6576042413102,10.3417886677007,5,4
30,77,1,2,0,"trapezoid",21.5921552903783,14.1010956513165,5.38574092729402,5,13
30,78,1,2,0,"trapezoid",16.5743810725337,5.54188912644179,3.42558892487923,3,5
30,79,1,2,0,"trapezoid",19.4707507222313,5.15180233141899,6.24701889490424,6,4
30,80,1,2,0,"trapezoid",14.4668526994587,12.7061691757843,10.208420632232,7,4
30,81,1,2,0,"trapezoid",13.5612096131197,10.8892935031785,7.82535086872467,4,4
30,82,1,2,0,"trapezoid",12.0253674169358,8.46144055464591,8.12504342969161,4,4
30,83,1,2,0,"trapezoid",13.803552792681,7.11378677811623,5.5920325208894,3,4
30,84,1,2,0,"trapezoid",10.2184226476385,4.14395153602683,6.55309082642505,5,4
30,85,1,2,0,"trapezoid",10.1707676520039,3.94182325040188,2.75542986745204,4,7
30,86,1,2,0,"trapezoid",11.4202849361246,8.21001444221106,8.16182386541369,9,3
30,87,1,2,0,"trapezoid",19.8270956934356,6.01700696071329,3.05418605140689,7,5
30,88,1,2,0,"trapezoid",15.981739601669,3.98383913583118,1.34916497817169,4,6
30,89,1,2,0,"trapezoid",11.6573837580843,5.88766427911217,4.25699051992198,7,4
30,90,1,2,0,"trapezoid",11.1799836271136,7.32105523973467,4.73294740713818,4,6
30,91,1,2,0,"trapezoid",20.2838943373986,5.33091296720406,4.79312628963269,4,4
30,92,1,2,0,"trapezoid",13.9506144402334,4.27946866334057,3.91617989135449,4,5
30,93,1,2,0,"trapezoid",12.7898296972506,2.70075152710837,3.23832356902425,4,5
30,94,1,2,0,"trapezoid",19.8132690464894,6.30726544355443,3.88019966473498,4,9
30,95,1,2,0,"trapezoid",20.6342050001534,7.86466257387534,4.86807613268739,5,5
30,96,1,2,0,"trapezoid",27.9298992100488,12.1262370742434,6.85885104859786,7,5
30,97,1,2,0,"trapezoid",16.8830399984604,4.77546284148797,2.74404628085312,6,4
30,98,1,2,0,"trapezoid",13.1695773055704,6.15706736117447,4.83588344444023,5,3
30,99,1,2,0,"trapezoid",28.1838094538974,11.7370997701295,6.73085672160295,4,15
30,100,1,2,0,"trapezoid",14.2352311979589,13.4183866712515,10.2024656198126,3,4
30,1,1,4,0,"trapezoid",40.879521053283,32.3743287521897,32.7599689561551,5,9
30,2,1,4,0,"trapezoid",37.9441050645754,27.1371558454767,14.1043057887029,5,13
30,3,1,4,0,"trapezoid",45.1232098797346,40.725391393943,40.7277773339092,5,9
30,4,1,4,0,"trapezoid",41.0426339333528,40.8746203518241,30.3600458021385,13,12
30,5,1,4,0,"trapezoid",35.8443680637314,35.5199796191798,24.7254652359168,17,20
30,6,1,4,0,"trapezoid",39.7684146842299,38.4036035338522,32.2630722366575,19,6
30,7,1,4,0,"trapezoid",41.3067530411581,35.4782545698434,22.865540653548,6,7
30,8,1,4,0,"trapezoid",46.4283601865266,37.6840247302389,25.8597613556832,6,6
30,9,1,4,0,"trapezoid",43.2015066527546,37.6519683261494,36.4477363054633,5,6
30,10,1,4,0,"trapezoid",35.9040006645517,34.4233065621656,33.1051253255171,10,5
30,11,1,4,0,"trapezoid",34.078275762908,19.8634608821631,23.1172861371203,7,9
30,12,1,4,0,"trapezoid",25.2847611020195,18.6284591162632,17.3326095054655,11,10
30,13,1,4,0,"trapezoid",27.9769532065629,22.8868484025108,24.729552663361,8,7
30,14,1,4,0,"trapezoid",52.3377462397994,22.8964394412212,16.6997557183698,12,6
30,15,1,4,0,"trapezoid",34.2392173319583,26.1548389871433,17.168681878374,9,12
30,16,1,4,0,"trapezoid",39.9609768749754,36.2572431633054,25.57625821858,9,6
30,17,1,4,0,"trapezoid",49.3512929005122,40.7956839404051,37.6280450804928,5,5
30,18,1,4,0,"trapezoid",71.5956650902905,59.267441339316,38.2176528138315,19,9
30,19,1,4,0,"trapezoid",47.9381095428379,42.3069490302498,38.6304053474702,4,9
30,20,1,4,0,"trapezoid",48.3970519464418,20.9393912065535,11.5299241558029,7,9
30,21,1,4,0,"trapezoid",45.1199336114998,43.111462897308,29.311602842115,10,20
30,22,1,4,0,"trapezoid",42.7684460122341,25.3788415736166,9.70481077696108,15,10
30,23,1,4,0,"trapezoid",36.6901640608828,26.8159414290789,27.1616121584255,9,7
30,24,1,4,0,"trapezoid",47.7431070441007,46.2658346933681,39.7513234622413,6,9
30,25,1,4,0,"trapezoid",36.631495781029,34.5867562208942,22.1693029541953,10,13
30,26,1,4,0,"trapezoid",42.2308170669681,39.6748768324826,37.1635320998155,13,5
30,27,1,4,0,"trapezoid",34.6336800990845,20.7602561388748,7.59658534033748,7,9
30,28,1,4,0,"trapezoid",38.834384058085,30.3824705944986,23.6030987247457,8,7
30,29,1,4,0,"trapezoid",39.3012445191869,29.9019406417309,23.5851265034064,7,8
30,30,1,4,0,"trapezoid",49.6250283665282,45.3619313953508,24.2541140100949,16,11
30,31,1,4,0,"trapezoid",34.7127543386714,27.5676810245796,24.8211274458156,8,8
30,32,1,4,0,"trapezoid",39.3354941753861,38.4756383662902,44.3952621900862,6,5
30,33,1,4,0,"trapezoid",44.7871251294155,43.4347584443999,33.0496503059836,14,8
30,34,1,4,0,"trapezoid",34.8668006485979,34.4793361390701,34.2215056945597,5,8
30,35,1,4,0,"trapezoid",44.1161897333103,30.9014530480112,11.6574926798351,6,7
30,36,1,4,0,"trapezoid",35.4962438119817,26.4543805724695,28.2479365906594,9,6
30,37,1,4,0,"trapezoid",47.0633370506169,42.4868486786479,34.9975205158082,9,5
30,38,1,4,0,"trapezoid",39.7334695307295,31.0471515495206,25.8347855365048,11,7
30,39,1,4,0,"trapezoid",44.4528760735046,33.8133926995605,37.2024375934262,10,5
30,40,1,4,0,"trapezoid",40.8333275235919,35.1403167271365,27.2697903178227,8,5
30,41,1,4,0,"trapezoid",36.2539565600109,35.6768553504588,24.4639377459938,15,24
30,42,1,4,0,"trapezoid",50.8638473716194,50.2079365725399,36.4927997444353,18,19
30,43,1,4,0,"trapezoid",32.3595117045371,26.7261552272595,27.882256648106,8,5
30,44,1,4,0,"trapezoid",31.8737318759373,17.5626037321079,14.7380087691868,8,6
30,45,1,4,0,"trapezoid",48.3777525643961,42.3921579442913,30.638505070557,5,7
30,46,1,4,0,"trapezoid",43.2088933780353,35.269015123964,26.3129752856427,9,6
30,47,1,4,0,"trapezoid",47.8773744793756,48.1487235939597,43.8115495891106,7,11
30,48,1,4,0,"trapezoid",60.515693569158,33.8420519874674,48.7384733251848,9,9
30,49,1,4,0,"trapezoid",29.6755558227328,19.5721381541453,13.0119192205585,17,5
30,50,1,4,0,"trapezoid",45.3686168533344,37.6467010035195,34.4670720852327,7,8
30,51,1,4,0,"trapezoid",40.1366378813054,27.4096395526728,22.1074481210014,7,6
30,52,1,4,0,"trapezoid",37.0714378630412,35.7092251611027,30.6253564600142,14,11
30,53,1,4,0,"trapezoid",38.5701226545927,36.2571425096175,24.838640090511,12,8
30,54,1,4,0,"trapezoid",42.011353621746,36.2751638235084,26.3210449268282,6,6
30,55,1,4,0,"trapezoid",33.5735359092165,21.8305653617778,17.8371557361941,8,10
30,56,1,4,0,"trapezoid",47.6672472217096,38.9713597769492,42.3743469909519,14,5
30,57,1,4,0,"trapezoid",51.8735995512324,29.6039016957853,33.5534475834004,9,7
30,58,1,4,0,"trapezoid",36.1009518205307,24.3992647751921,23.4801053761864,13,6
30,59,1,4,0,"trapezoid",39.5258045290147,38.5579897264215,21.1821721106581,17,21
30,60,1,4,0,"trapezoid",45.6844708633854,45.4543829651799,34.6580734746596,9,14
30,61,1,4,0,"trapezoid",35.0246689690574,26.5527898139103,22.2355246455015,6,8
30,62,1,4,0,"trapezoid",33.0497095575157,22.1258415211614,14.1948593523306,8,7
30,63,1,4,0,"trapezoid",19.5149765491163,13.5198807009544,15.4431401720244,6,17
30,64,1,4,0,"trapezoid",35.4178236516264,31.7486880843965,22.1626824879414,9,20
30,65,1,4,0,"trapezoid",42.4626362706774,35.3293386295255,15.1247136076528,8,7
30,66,1,4,0,"trapezoid",50.4272554802209,45.9970580312197,45.6175050712903,5,4
30,67,1,4,0,"trapezoid",40.504650130359,36.535097311918,35.1458893562645,5,7
30,68,1,4,0,"trapezoid",48.9975835978761,46.4386094840296,40.8765194535385,10,5
30,69,1,4,0,"trapezoid",45.318145863447,40.7640373702361,29.7128089597827,8,6
30,70,1,4,0,"trapezoid",42.5244024646935,39.6755328365289,38.3553694358168,7,8
30,71,1,4,0,"trapezoid",46.4303971026632,41.145296494236,39.0794640818892,4,18
30,72,1,4,0,"trapezoid",44.1951132453876,34.3593324818612,32.7896394588693,7,7
30,73,1,4,0,"trapezoid",48.0896653922094,37.4150295705215,24.0522500035605,7,6
30,74,1,4,0,"trapezoid",32.804054026465,17.4528830219555,11.5221636839986,8,8
30,75,1,4,0,"trapezoid",36.5988692771091,29.8412632956658,26.6551383759956,9,7
30,76,1,4,0,"trapezoid",50.0368791984631,46.3886195343496,45.1736060507712,5,6
30,77,1,4,0,"trapezoid",37.8248586816522,30.5238503141758,25.635555032971,7,5
30,78,1,4,0,"trapezoid",41.0141985588646,29.034866356578,22.3499870865677,6,7
30,79,1,4,0,"trapezoid",45.1834660539424,30.389576422969,21.5624430962989,6,6
30,80,1,4,0,"trapezoid",48.6874305954831,45.7940117993205,41.6064624803926,5,5
30,81,1,4,0,"trapezoid",46.299669283743,42.2788825805486,41.3060791601154,5,6
30,82,1,4,0,"trapezoid",45.7860963708869,37.3082893881117,30.938809440545,6,8
30,83,1,4,0,"trapezoid",43.6180684234199,27.8769371845574,21.3753810656998,5,9
30,84,1,4,0,"trapezoid",36.1827529234769,24.2597810365158,28.607150595978,7,6
30,85,1,4,0,"trapezoid",42.845144148327,28.7383535779118,14.6135975342495,6,7
30,86,1,4,0,"trapezoid",39.6463171110372,36.8151148651514,37.1018962998771,6,15
30,87,1,4,0,"trapezoid",46.298559809074,19.6485291360656,16.348442832745,9,9
30,88,1,4,0,"trapezoid",49.276884482146,41.8566307425943,25.3580624002805,9,24
30,89,1,4,0,"trapezoid",38.7359235380008,22.9876145778395,24.8378113670086,8,12
30,90,1,4,0,"trapezoid",47.6955873316673,43.0060303261374,28.6483775558854,7,8
30,91,1,4,0,"trapezoid",57.6284685195196,27.9191216447419,19.7944704467575,7,9
30,92,1,4,0,"trapezoid",35.837453454219,34.1392823603092,16.2245907304159,10,15
30,93,1,4,0,"trapezoid",38.0256563696177,36.7341685073635,27.0828927611428,21,6
30,94,1,4,0,"trapezoid",30.0890765196984,20.8014121862457,14.3340268412642,6,12
30,95,1,4,0,"trapezoid",37.7054342882728,29.1121588092947,11.8233097954444,7,7
30,96,1,4,0,"trapezoid",59.932138530586,54.5045391128051,35.7315035850457,10,19
30,97,1,4,0,"trapezoid",35.5676353387708,13.439590014729,5.56631101109384,11,8
30,98,1,4,0,"trapezoid",40.6757627321894,30.659026844237,30.5937176959817,9,5
30,99,1,4,0,"trapezoid",49.1748094938997,49.1538727332123,35.2573562700716,17,22
30,100,1,4,0,"trapezoid",50.6332159547627,48.5659586733065,44.3713189293893,7,9
30,1,1,6,0,"trapezoid",83.2317814981281,74.1339267594546,77.586406071534,9,6
30,2,1,6,0,"trapezoid",68.3713944329502,60.6123979619102,44.6567778500357,11,8
30,3,1,6,0,"trapezoid",92.6120738464298,89.7977253556646,86.7485012326774,7,9
30,4,1,6,0,"trapezoid",86.753422801768,74.9602232385439,61.4502904904661,12,7
30,5,1,6,0,"trapezoid",61.2788622279065,42.3522024490604,38.1574874728774,24,7
30,6,1,6,0,"trapezoid",78.38625266889,68.9166083595482,65.1246267853962,9,8
30,7,1,6,0,"trapezoid",73.6653768863641,71.4567611366258,62.6419729157491,9,6
30,8,1,6,0,"trapezoid",91.3323944683904,85.6198079760268,68.4398297449908,7,7
30,9,1,6,0,"trapezoid",86.3314139502286,80.5763169345538,81.1215382466986,8,5
30,10,1,6,0,"trapezoid",77.0423102140858,74.1242698046595,70.9420223211572,12,11
30,11,1,6,0,"trapezoid",74.5145826325361,69.104094378252,64.0688252475408,10,16
30,12,1,6,0,"trapezoid",58.3764426897776,48.2476657745513,39.3186172927179,11,11
30,13,1,6,0,"trapezoid",68.3849939338034,59.4471655237492,56.5783609020245,9,9
30,14,1,6,0,"trapezoid",96.2691098636138,96.0119393800091,79.6380699841983,24,22
30,15,1,6,0,"trapezoid",65.06485306762,47.9629758566204,51.7219755405894,14,8
30,16,1,6,0,"trapezoid",79.1841601545174,69.0073039069866,68.6144266894062,10,7
30,17,1,6,0,"trapezoid",94.4571655553022,87.8432174377271,82.1136379938318,9,6
30,18,1,6,0,"trapezoid",70.9207730010414,43.917737307312,42.4975823630219,13,8
30,19,1,6,0,"trapezoid",93.7400880528216,86.2603870285644,86.6582981904146,8,6
30,20,1,6,0,"trapezoid",57.5446986192569,35.2923518262366,33.1578986371006,9,8
30,21,1,6,0,"trapezoid",60.2443340463644,58.6368296826146,45.3593768639462,16,16
30,22,1,6,0,"trapezoid",65.4969826092728,38.361620641155,27.77696653974,9,15
30,23,1,6,0,"trapezoid",80.8676677744263,71.6560317665589,67.8885351714681,8,15
30,24,1,6,0,"trapezoid",94.16880845343,92.0747918813117,85.769653069577,8,9
30,25,1,6,0,"trapezoid",69.4745494339703,52.5496460390929,50.499785146983,8,15
30,26,1,6,0,"trapezoid",80.809064146576,75.3311925158124,72.3911207480189,7,8
30,27,1,6,0,"trapezoid",69.4835646993977,56.919101534298,34.7837533156377,14,7
30,28,1,6,0,"trapezoid",69.3559063443115,62.3099357257588,51.9061175801987,8,12
30,29,1,6,0,"trapezoid",77.9119925019952,64.5140284034756,47.0070354555234,18,7
30,30,1,6,0,"trapezoid",83.3216191857797,83.5227599265187,60.1433871745248,14,16
30,31,1,6,0,"trapezoid",65.245120053543,58.3261172749296,54.7267782072474,20,8
30,32,1,6,0,"trapezoid",76.8507355225122,71.464216938378,82.6452524605877,12,10
30,33,1,6,0,"trapezoid",80.4061167502424,73.8166776733497,67.910010124167,12,8
30,34,1,6,0,"trapezoid",74.7239839513284,68.8449250927243,68.1207232094841,15,11
30,35,1,6,0,"trapezoid",86.0262276704092,71.1340390831915,44.9108359818237,8,8
30,36,1,6,0,"trapezoid",79.6168078691475,76.9903335529185,74.0393110253953,19,10
30,37,1,6,0,"trapezoid",91.2958608056816,87.5258588048677,82.9893742815058,9,4
30,38,1,6,0,"trapezoid",78.3414927566019,66.4417596909782,65.936048155916,7,13
30,39,1,6,0,"trapezoid",83.396683200184,77.0813598872072,79.8704019697338,9,9
30,40,1,6,0,"trapezoid",88.9408256529714,87.007523863687,73.2830917916337,8,15
30,41,1,6,0,"trapezoid",87.0640823866237,72.1127588989215,62.738033569868,10,6
30,42,1,6,0,"trapezoid",93.3514435030764,89.7059691051964,74.5423107388222,6,8
30,43,1,6,0,"trapezoid",70.3743219835279,65.3266323477652,44.6786638807274,11,18
30,44,1,6,0,"trapezoid",65.1328184625273,56.5085533958864,31.7181459269718,10,15
30,45,1,6,0,"trapezoid",90.7647694416317,90.4036162120532,78.6190935070733,11,7
30,46,1,6,0,"trapezoid",83.442258011166,73.9608418855842,66.5401818293303,11,6
30,47,1,6,0,"trapezoid",91.9239596168506,91.5756102376562,90.0096187481646,12,6
30,48,1,6,0,"trapezoid",87.8424035837143,58.5014232383794,98.1424608977293,9,14
30,49,1,6,0,"trapezoid",69.3268123630708,68.8052918673696,57.6585562413144,27,14
30,50,1,6,0,"trapezoid",88.2175789849427,85.9814196715192,71.8309626786349,9,12
30,51,1,6,0,"trapezoid",79.8473551621259,79.1343411509671,65.0671930046515,12,11
30,52,1,6,0,"trapezoid",73.1426063495436,61.5976155154121,56.4775140415998,11,9
30,53,1,6,0,"trapezoid",73.9890397839671,72.6511276591364,63.4715741368342,10,20
30,54,1,6,0,"trapezoid",84.1725583544516,74.6658328038476,70.3470779798206,8,6
30,55,1,6,0,"trapezoid",68.8394427545187,56.440004067962,50.2767483184304,12,10
30,56,1,6,0,"trapezoid",92.459118371191,92.2262468284192,90.042742866714,16,10
30,57,1,6,0,"trapezoid",47.9347696089342,35.9036839161719,51.102618500097,12,7
30,58,1,6,0,"trapezoid",78.4591843366387,70.1757962683687,59.1098632012761,9,23
30,59,1,6,0,"trapezoid",71.0454456511421,52.0261213397316,35.6128592061142,15,8
30,60,1,6,0,"trapezoid",87.1202282483126,87.529667868856,82.1754277334617,15,14
30,61,1,6,0,"trapezoid",71.6131736336995,70.9465779512532,53.2675445721923,18,16
30,62,1,6,0,"trapezoid",72.2111165027438,62.9769056545265,45.3643844160392,8,10
30,63,1,6,0,"trapezoid",50.388188241378,36.1118560276867,35.3203910319163,14,11
30,64,1,6,0,"trapezoid",52.303321439288,29.9247456767431,26.7682381150827,9,20
30,65,1,6,0,"trapezoid",84.2108408979587,76.9432743153733,58.9884410770901,8,7
30,66,1,6,0,"trapezoid",94.6186813252252,92.354741577565,89.9236438702256,12,5
30,67,1,6,0,"trapezoid",90.2254597727194,90.1061151214529,79.3664307973435,13,12
30,68,1,6,0,"trapezoid",93.9693618830497,90.5983734319996,88.4865726110761,8,5
30,69,1,6,0,"trapezoid",92.5263219147585,92.2282002797865,83.6941792926493,9,17
30,70,1,6,0,"trapezoid",84.2608038757585,71.9256253869469,73.2768994209822,7,19
30,71,1,6,0,"trapezoid",89.160349300295,83.9618483476575,76.234326321408,6,12
30,72,1,6,0,"trapezoid",80.8327921590072,72.7773483077423,70.7879564021306,9,9
30,73,1,6,0,"trapezoid",92.6896626066684,80.5795141449284,72.7694699326538,6,7
30,74,1,6,0,"trapezoid",62.9164938473853,61.2626172161666,52.2267279039827,11,19
30,75,1,6,0,"trapezoid",75.2883887764976,66.0675930339112,67.8865304478127,6,10
30,76,1,6,0,"trapezoid",96.7748461306993,96.7700968857742,92.8096126482964,8,11
30,77,1,6,0,"trapezoid",76.912675170897,71.0280142940928,54.5370015869438,9,17
30,78,1,6,0,"trapezoid",76.5066972380863,64.0881643806021,52.9165398404641,17,6
30,79,1,6,0,"trapezoid",89.5799441404437,89.3686821303472,63.7167480505368,11,13
30,80,1,6,0,"trapezoid",92.6117832560013,87.8881109435151,86.3066443431926,6,11
30,81,1,6,0,"trapezoid",87.9529948965206,82.5898633043767,83.4350650716755,6,10
30,82,1,6,0,"trapezoid",87.0667904122171,80.258965813426,75.2603018132628,6,8
30,83,1,6,0,"trapezoid",90.3983544291338,90.4938763289412,75.0872263695768,14,18
30,84,1,6,0,"trapezoid",79.655925364044,79.0411604632775,68.6918613130328,14,16
30,85,1,6,0,"trapezoid",88.0198424092511,88.6569270881901,58.5983669250695,15,14
30,86,1,6,0,"trapezoid",79.1217467792939,75.4784095374716,80.4839401012436,10,9
30,87,1,6,0,"trapezoid",74.7359102842089,71.0842047605977,62.3321248237495,21,14
30,88,1,6,0,"trapezoid",87.6295905300413,84.0921970792304,61.5517536385208,22,13
30,89,1,6,0,"trapezoid",73.348544786903,69.6258430000015,57.9933647514744,11,16
30,90,1,6,0,"trapezoid",83.0426672492375,79.3681484037364,69.8654335677182,7,19
30,91,1,6,0,"trapezoid",95.2348747750614,94.2301571541997,56.6445597190691,18,21
30,92,1,6,0,"trapezoid",75.7610840175864,73.6219298167348,60.1485651193239,16,12
30,93,1,6,0,"trapezoid",82.9003888899792,83.7799339612658,73.2333995749922,8,18
30,94,1,6,0,"trapezoid",77.6516147703303,66.4938485729869,44.5636681655649,9,9
30,95,1,6,0,"trapezoid",71.1927977156464,62.4614626066998,36.5434559982748,8,21
30,96,1,6,0,"trapezoid",72.4842750575763,49.0880760648625,41.5312707210369,9,11
30,97,1,6,0,"trapezoid",44.8881713195048,43.2958857530145,34.1414087477441,24,13
30,98,1,6,0,"trapezoid",80.8961121997028,69.1200997196649,73.1181258691169,6,9
30,99,1,6,0,"trapezoid",94.205397413379,94.465459526016,90.1914171222417,13,14
30,100,1,6,0,"trapezoid",96.9109491307394,92.3902936527864,93.8661720783012,6,5
40,1,1,2,0,"trapezoid",13.5646026112969,5.22103819236423,7.51721239119694,4,5
40,2,1,2,0,"trapezoid",33.8308624728846,9.05742007683248,5.95280142726943,4,6
40,3,1,2,0,"trapezoid",12.3296789352869,8.38217704839253,7.99940216914149,4,4
40,4,1,2,0,"trapezoid",19.9321746229872,4.58815015719774,5.54669288797789,6,5
40,5,1,2,0,"trapezoid",11.4976198257907,2.36875599545092,3.24519731178359,5,4
40,6,1,2,0,"trapezoid",23.8197660154804,4.17116493117874,2.93847798357458,5,5
40,7,1,2,0,"trapezoid",28.4065761662796,4.89506416885898,1.80029707675728,6,5
40,8,1,2,0,"trapezoid",12.6055613840174,3.91465197863861,2.78644798081683,7,4
40,9,1,2,0,"trapezoid",12.9351641307185,6.77012461569659,4.82324823891235,4,5
40,10,1,2,0,"trapezoid",13.0899539391176,6.25260309237401,5.92900554856012,5,4
40,11,1,2,0,"trapezoid",8.25131343260043,5.3691715999911,5.13921127060495,6,5
40,12,1,2,0,"trapezoid",8.55343669643608,5.20268940979632,8.56729123994317,4,5
40,13,1,2,0,"trapezoid",10.9209006993116,5.00185294909062,4.02094733145567,5,5
40,14,1,2,0,"trapezoid",25.9574801324641,8.08908900288951,1.63393232340892,8,6
40,15,1,2,0,"trapezoid",11.3167374711,8.38057497106607,6.45981898764062,4,13
40,16,1,2,0,"trapezoid",17.0967702331759,6.80023084235347,2.27329224996191,8,6
40,17,1,2,0,"trapezoid",19.7663410604365,7.19288627869452,2.3897996869624,4,5
40,18,1,2,0,"trapezoid",31.2925597295346,9.04116222299295,5.89411727085827,5,7
40,19,1,2,0,"trapezoid",14.2559935340283,10.2934327682438,5.65445348812769,5,4
40,20,1,2,0,"trapezoid",15.0615931662062,3.7457524892453,2.10357710217528,4,6
40,21,1,2,0,"trapezoid",24.7656817178136,4.2810566478122,1.6195189690685,4,6
40,22,1,2,0,"trapezoid",21.3960259765695,2.95339349126319,2.51518069381321,5,5
40,23,1,2,0,"trapezoid",9.97916114046415,5.78720464592105,5.01401909450175,5,5
40,24,1,2,0,"trapezoid",19.7957915189316,12.9886796488326,10.3864917158993,13,4
40,25,1,2,0,"trapezoid",25.9355864498322,4.27037234736564,2.19561879421963,5,5
40,26,1,2,0,"trapezoid",13.6460058122819,7.34056906828051,3.1258817073306,6,5
40,27,1,2,0,"trapezoid",19.5318675689992,4.77672047968472,3.98098861085177,5,6
40,28,1,2,0,"trapezoid",14.6655501102683,5.07946460878641,2.8824362741623,4,6
