"GridSize","seed","l","alpha","lambda","beta","type","c","SNorm","SNormTapered","SNormSeparTapered"
10,32,1,1,2,0,"trapezoid",2,9.43948306212774,9.89179339506533,10.6943624355578
10,33,1,1,2,0,"trapezoid",2,9.26619370340855,8.98956957166679,9.7340118459743
10,34,1,1,2,0,"trapezoid",2,9.34280998224931,9.28156640595115,9.83912216674987
10,35,1,1,2,0,"trapezoid",2,9.79214526672301,8.08702050022238,8.37050310104986
10,36,1,1,2,0,"trapezoid",2,9.11008489891681,8.15623118991166,8.82423769882036
10,37,1,1,2,0,"trapezoid",2,10.7303746677203,9.86752345755977,10.0832437574154
10,38,1,1,2,0,"trapezoid",2,8.49680882855437,8.98206836753917,9.64895274417245
10,39,1,1,2,0,"trapezoid",2,9.21067340911345,9.43726259423141,10.1057702389701
10,40,1,1,2,0,"trapezoid",2,9.70399476874239,8.69051915693785,8.79315111430754
10,41,1,1,2,0,"trapezoid",2,9.65915319617459,8.01941807002439,7.99491862781259
10,42,1,1,2,0,"trapezoid",2,10.2642114431986,8.90305752146075,8.87805181283914
10,43,1,1,2,0,"trapezoid",2,8.16501413939414,8.40169853769988,8.73765912712352
10,44,1,1,2,0,"trapezoid",2,7.31560801893354,6.82091955490126,6.11408952068436
10,45,1,1,2,0,"trapezoid",2,10.057528347792,9.1867495360164,9.34727482387191
10,46,1,1,2,0,"trapezoid",2,9.6228640574252,8.65897791365507,8.87374484289495
10,47,1,1,2,0,"trapezoid",2,10.2900032046577,9.64437513189127,10.1717631829717
10,48,1,1,2,0,"trapezoid",2,12.2191233037635,4.19971298220931,5.81462352225374
10,49,1,1,2,0,"trapezoid",2,6.80838420745824,8.03769615537284,7.30671636680253
10,50,1,1,2,0,"trapezoid",2,9.71449751694053,9.13165409369656,9.65008007894262
10,51,1,1,2,0,"trapezoid",2,9.66568997196496,8.05521732234852,8.59456962541134
10,52,1,1,2,0,"trapezoid",2,8.68530595446435,7.97629982220016,8.85374235970891
10,53,1,1,2,0,"trapezoid",2,7.98255334844643,7.54819704801002,8.04194454724488
10,54,1,1,2,0,"trapezoid",2,10.1589687399234,8.65580724005234,9.00757679752708
10,55,1,1,2,0,"trapezoid",2,7.17632342452823,8.25991569084718,8.51688498052888
10,56,1,1,2,0,"trapezoid",2,10.3150699315019,9.94912895870197,10.7632601521581
10,57,1,1,2,0,"trapezoid",2,6.71016753918535,5.0177004719274,5.62237606256607
10,58,1,1,2,0,"trapezoid",2,9.84812752534875,8.47733157296277,9.04923257777608
10,59,1,1,2,0,"trapezoid",2,8.08815621946236,6.76334101046335,6.62841022442104
10,60,1,1,2,0,"trapezoid",2,9.40013920230772,8.6739258435285,9.02654137660995
10,61,1,1,2,0,"trapezoid",2,7.73422830230799,8.10323117875791,8.48396158044865
10,62,1,1,2,0,"trapezoid",2,8.52458760182476,8.11333001026816,8.44341855374948
10,63,1,1,2,0,"trapezoid",2,6.91134219969074,7.22832131092933,7.41212955933988
10,64,1,1,2,0,"trapezoid",2,5.0495542474385,6.65048731725394,6.21121984095568
10,65,1,1,2,0,"trapezoid",2,9.2094769330988,7.71090105610457,7.14292100320447
10,66,1,1,2,0,"trapezoid",2,10.6882863184907,9.78953131097186,10.3507039724004
10,67,1,1,2,0,"trapezoid",2,9.8022766553499,8.51293875099957,8.90074204449894
10,68,1,1,2,0,"trapezoid",2,10.7484557554951,9.94442793185483,10.4715188721442
10,69,1,1,2,0,"trapezoid",2,10.5394680393074,8.94002505325233,9.3598003748498
10,70,1,1,2,0,"trapezoid",2,9.64260099230996,9.87626420660327,10.5490524363213
10,71,1,1,2,0,"trapezoid",2,10.6288049785219,9.65482769879084,10.0990739101365
10,72,1,1,2,0,"trapezoid",2,9.30738797452587,9.66438543009614,9.99254313267287
10,73,1,1,2,0,"trapezoid",2,11.0650713048855,8.77048921943566,8.92659205331238
10,74,1,1,2,0,"trapezoid",2,7.48083790203261,7.64101438528255,7.81884537433419
10,75,1,1,2,0,"trapezoid",2,7.79909545027999,7.85610501448598,8.41566507833085
10,76,1,1,2,0,"trapezoid",2,11.2670147784971,10.3470779496696,10.9733572037145
10,77,1,1,2,0,"trapezoid",2,9.10747931297747,8.52823564988195,8.40596782686887
10,78,1,1,2,0,"trapezoid",2,8.49113448377471,8.4131541915549,8.48319715437573
10,79,1,1,2,0,"trapezoid",2,9.74342197572412,7.2551248614209,6.82597220453495
10,80,1,1,2,0,"trapezoid",2,10.5064488838153,10.6770309834969,10.7322870159469
10,81,1,1,2,0,"trapezoid",2,9.78299387445901,9.68082919247063,10.1684087839939
10,82,1,1,2,0,"trapezoid",2,10.2116600029704,9.04983819102262,9.53598979172379
10,83,1,1,2,0,"trapezoid",2,10.5018486325215,8.52266449291477,8.77361416635435
10,84,1,1,2,0,"trapezoid",2,8.93537783465685,8.11520580796798,8.80973071428916
10,85,1,1,2,0,"trapezoid",2,9.64947016198662,7.54909572789466,7.22914248916112
10,86,1,1,2,0,"trapezoid",2,9.52074431677855,9.70909047808078,10.3911529004317
10,87,1,1,2,0,"trapezoid",2,10.8453057850994,4.86368192260777,4.34827926509099
10,88,1,1,2,0,"trapezoid",2,5.4803663114455,6.17570067962833,5.34906338938587
10,89,1,1,2,0,"trapezoid",2,8.64786284594206,5.88481055875611,4.26893438355966
10,90,1,1,2,0,"trapezoid",2,9.58954360806969,9.24704105892727,9.74890376605136
10,91,1,1,2,0,"trapezoid",2,8.32008491308742,6.04574835370479,4.13713901656964
10,92,1,1,2,0,"trapezoid",2,9.50417007534664,8.63694955932484,9.17261030564174
10,93,1,1,2,0,"trapezoid",2,9.38176355096633,8.06634769583771,8.29236689097366
10,94,1,1,2,0,"trapezoid",2,8.62213248481612,7.09261599565211,6.84657761205944
10,95,1,1,2,0,"trapezoid",2,7.24028129592941,6.59775232416632,5.07955925964448
10,96,1,1,2,0,"trapezoid",2,6.17698578806184,5.46663218132817,4.0624279468728
10,97,1,1,2,0,"trapezoid",2,5.9133784897731,6.96990424668464,7.08876804291889
10,98,1,1,2,0,"trapezoid",2,9.59642974937174,9.04349723474437,9.38566779683746
10,99,1,1,2,0,"trapezoid",2,10.8042405256784,9.33960017884258,9.72746776939472
10,100,1,1,2,0,"trapezoid",2,11.214206970762,10.7773056129595,11.0968055262959
10,1,1,1,4,0,"trapezoid",2,25.2567980524055,24.845351798174,25.8364081763296
10,2,1,1,4,0,"trapezoid",2,22.4575899110501,23.2617841906645,23.7765310939958
10,3,1,1,4,0,"trapezoid",2,26.3774310170689,25.8293000424146,26.5433122711004
10,4,1,1,4,0,"trapezoid",2,24.3357398593421,23.8655452331415,24.9416943936716
10,5,1,1,4,0,"trapezoid",2,20.5231038458653,23.2264385726112,23.9198541731992
10,6,1,1,4,0,"trapezoid",2,24.5118539016244,24.1580700074274,24.8861615479445
10,7,1,1,4,0,"trapezoid",2,23.1285067545963,24.0575578630477,24.8786322420944
10,8,1,1,4,0,"trapezoid",2,24.8858147577137,24.5612926681989,25.4171453134184
10,9,1,1,4,0,"trapezoid",2,25.1785598230423,25.5769911750863,26.1750785006129
10,10,1,1,4,0,"trapezoid",2,23.5634133318674,24.4296588608163,25.4713249341852
10,11,1,1,4,0,"trapezoid",2,22.6698413681208,23.3537973110838,24.5898924179094
10,12,1,1,4,0,"trapezoid",2,19.8145115039667,21.5489069478405,21.8760754303478
10,13,1,1,4,0,"trapezoid",2,20.8859076596769,23.1596844468227,23.9387442821012
10,14,1,1,4,0,"trapezoid",2,14.3945056739632,19.8433618437147,17.8481867686391
10,15,1,1,4,0,"trapezoid",2,20.6219444241603,22.9779690542618,23.8901383074619
10,16,1,1,4,0,"trapezoid",2,24.0632624995222,24.2608152615392,25.0169300144537
10,17,1,1,4,0,"trapezoid",2,26.6685038408171,25.7661473961275,26.4156125877786
10,18,1,1,4,0,"trapezoid",2,17.3424568662375,20.6202625761354,19.0755274692198
10,19,1,1,4,0,"trapezoid",2,26.3794901383223,26.1314461171536,26.6598878699462
10,20,1,1,4,0,"trapezoid",2,20.8797963510851,21.9641505672351,22.0805689021628
10,21,1,1,4,0,"trapezoid",2,19.8219923673643,20.9707684376846,19.9752835868357
10,22,1,1,4,0,"trapezoid",2,14.9963832470532,20.2952661288,18.9845341150354
10,23,1,1,4,0,"trapezoid",2,23.9831622042967,23.9609953628467,25.0468098753864
10,24,1,1,4,0,"trapezoid",2,26.0500649189356,25.6824302936433,26.4957852144082
10,25,1,1,4,0,"trapezoid",2,22.1453800997733,23.3193017771693,23.9058623161245
10,26,1,1,4,0,"trapezoid",2,23.9558774679825,23.9587358073692,24.8813924168407
10,27,1,1,4,0,"trapezoid",2,23.4112515087229,23.8463010815008,24.4352728529207
10,28,1,1,4,0,"trapezoid",2,23.2192002093379,23.3807635360301,24.2849616965055
10,29,1,1,4,0,"trapezoid",2,22.3313100571249,22.4879077472547,22.8052223812028
10,30,1,1,4,0,"trapezoid",2,25.0267017675337,24.6071180454274,25.4139667142512
10,31,1,1,4,0,"trapezoid",2,21.6549984306241,23.6323562109489,24.4359390664348
10,32,1,1,4,0,"trapezoid",2,23.652229360761,25.1397818486691,26.2278697616611
10,33,1,1,4,0,"trapezoid",2,24.1142397862218,23.9695160080048,25.1995752004443
10,34,1,1,4,0,"trapezoid",2,23.5027212060795,24.5388150884761,25.5700429198296
10,35,1,1,4,0,"trapezoid",2,24.0328810517129,21.6153410788213,21.4561769757285
10,36,1,1,4,0,"trapezoid",2,24.2690417780752,24.1354090579838,25.0788927808407
10,37,1,1,4,0,"trapezoid",2,25.7536833272797,25.7584800373402,26.2945024559167
10,38,1,1,4,0,"trapezoid",2,23.1054214509953,23.8436832847222,24.9737270690291
10,39,1,1,4,0,"trapezoid",2,24.080654402457,24.9154528485648,25.9755379002579
10,40,1,1,4,0,"trapezoid",2,24.7141532180037,24.2032406073726,25.0449724573513
10,41,1,1,4,0,"trapezoid",2,24.9027461369203,24.1576516069256,25.0182732544032
10,42,1,1,4,0,"trapezoid",2,25.6869311925193,24.7026339050007,25.2626142795099
10,43,1,1,4,0,"trapezoid",2,21.8647492519899,23.7464657184213,24.5116340295223
10,44,1,1,4,0,"trapezoid",2,20.7405302813358,22.5751451389056,22.9470161745274
10,45,1,1,4,0,"trapezoid",2,25.5271552835558,25.0375559364562,25.8346521422097
10,46,1,1,4,0,"trapezoid",2,25.5921682783731,24.6229469042542,25.5803131344354
10,47,1,1,4,0,"trapezoid",2,25.3159919780923,25.3998822276136,26.1680517419716
10,48,1,1,4,0,"trapezoid",2,15.8583980462106,18.0901201908981,12.9511437217246
10,49,1,1,4,0,"trapezoid",2,21.8969871267751,22.8134406014766,22.970640660961
10,50,1,1,4,0,"trapezoid",2,25.1173745472566,25.2019487682502,26.0682853002042
10,51,1,1,4,0,"trapezoid",2,23.9948988089002,23.6465555550668,24.1389285415283
10,52,1,1,4,0,"trapezoid",2,22.2237912335207,22.2001317522502,22.7804643744943
10,53,1,1,4,0,"trapezoid",2,22.6042600913748,23.0883732583904,24.0933721442708
10,54,1,1,4,0,"trapezoid",2,24.8221988878303,23.2160481831981,23.9300145531281
10,55,1,1,4,0,"trapezoid",2,21.1225730444874,23.2510103413698,23.9394937575317
10,56,1,1,4,0,"trapezoid",2,25.6136460511624,25.6249166324061,26.5205815764645
10,57,1,1,4,0,"trapezoid",2,19.4989618781312,21.0383513902875,18.6985117160402
10,58,1,1,4,0,"trapezoid",2,23.8516148679143,24.1559163436196,25.1393485715947
10,59,1,1,4,0,"trapezoid",2,23.7661866199307,24.0792493119607,25.106736206441
10,60,1,1,4,0,"trapezoid",2,25.0189015709454,24.2861872338277,25.4775065991195
10,61,1,1,4,0,"trapezoid",2,21.2701546731671,22.93547162083,23.6712498925071
10,62,1,1,4,0,"trapezoid",2,21.2252501822264,22.625082410723,22.7771668793146
10,63,1,1,4,0,"trapezoid",2,19.6491469488636,21.9837019598744,22.1763950724636
10,64,1,1,4,0,"trapezoid",2,18.5129292477396,21.6054523632534,21.4401189058168
10,65,1,1,4,0,"trapezoid",2,24.5966874636443,24.2298154894382,24.7994628057651
10,66,1,1,4,0,"trapezoid",2,26.1646808824739,25.8912796853758,26.5323919019807
10,67,1,1,4,0,"trapezoid",2,24.8916389837691,25.1482543445366,25.9637436402952
10,68,1,1,4,0,"trapezoid",2,26.4551437280352,26.1699964676418,26.6378945624389
10,69,1,1,4,0,"trapezoid",2,25.7887312865778,24.7220244159342,25.6927407203424
10,70,1,1,4,0,"trapezoid",2,24.1447470280228,24.6236390286699,25.7023666796032
10,71,1,1,4,0,"trapezoid",2,25.8250047404561,25.2462146991466,26.1133415184375
10,72,1,1,4,0,"trapezoid",2,24.1180243209689,24.3227359735535,25.3560926309105
10,73,1,1,4,0,"trapezoid",2,26.3443620792964,24.757308064034,25.4823904837987
10,74,1,1,4,0,"trapezoid",2,22.6630442487614,22.8425596806856,23.4004140714691
10,75,1,1,4,0,"trapezoid",2,22.9479239707488,23.6368197958335,24.8137963891842
10,76,1,1,4,0,"trapezoid",2,26.7558011805086,26.2178813855712,26.7589849610122
10,77,1,1,4,0,"trapezoid",2,23.4401023880409,24.059076919892,24.6683951193597
10,78,1,1,4,0,"trapezoid",2,24.394502766727,23.953329444039,24.9597784241679
10,79,1,1,4,0,"trapezoid",2,23.8678427082239,23.118389111219,23.306049876865
10,80,1,1,4,0,"trapezoid",2,25.7312044544241,25.775691737017,26.4485138027054
10,81,1,1,4,0,"trapezoid",2,25.0893170539571,25.5879677614681,26.2679062204754
10,82,1,1,4,0,"trapezoid",2,26.0784578560524,25.1444975097929,26.0307035891653
10,83,1,1,4,0,"trapezoid",2,26.6099788674436,25.4771531230993,26.2416634596443
10,84,1,1,4,0,"trapezoid",2,23.3004283461933,23.5547454692452,24.5538858190287
10,85,1,1,4,0,"trapezoid",2,25.0350750282023,23.3875845656421,23.9239125664233
10,86,1,1,4,0,"trapezoid",2,23.7798283556685,24.7006670268138,25.8465268884104
10,87,1,1,4,0,"trapezoid",2,16.43518897281,20.928020225731,20.5017029604536
10,88,1,1,4,0,"trapezoid",2,17.4903757987264,20.0995662433291,18.8226752897564
10,89,1,1,4,0,"trapezoid",2,21.4223682675901,22.1597177453515,22.2373051010151
10,90,1,1,4,0,"trapezoid",2,25.2568710601533,24.7202548545987,25.7547563672833
10,91,1,1,4,0,"trapezoid",2,19.5401700844236,20.7340527854532,19.5520247156949
10,92,1,1,4,0,"trapezoid",2,23.3401454677668,22.9873546402408,23.4925972376165
10,93,1,1,4,0,"trapezoid",2,24.0590304887897,24.1177038636294,24.8655623915334
10,94,1,1,4,0,"trapezoid",2,22.455874796646,23.5693323815622,24.2859397209962
10,95,1,1,4,0,"trapezoid",2,22.1880430550217,22.9857600626756,23.017766584974
10,96,1,1,4,0,"trapezoid",2,17.5102614656238,20.3136151577903,18.4100622585935
10,97,1,1,4,0,"trapezoid",2,18.0183416366957,20.734910893198,20.360403999231
10,98,1,1,4,0,"trapezoid",2,25.0271915087447,24.5683037749004,25.4331147859454
10,99,1,1,4,0,"trapezoid",2,26.2514476200813,25.7699238529691,26.3338014366086
10,100,1,1,4,0,"trapezoid",2,26.7880754889273,26.4688465429217,26.8457644973905
10,1,1,1,6,0,"trapezoid",2,37.1426016519608,37.1831529598356,38.2218904837079
10,2,1,1,6,0,"trapezoid",2,34.3801647799557,36.4163774988074,37.2094975104755
10,3,1,1,6,0,"trapezoid",2,38.5999030291793,38.1892486455188,38.8468158419761
10,4,1,1,6,0,"trapezoid",2,36.3363396539999,36.9321966247841,38.0133007706823
10,5,1,1,6,0,"trapezoid",2,32.5258309629236,34.8529873376912,35.6859314209576
10,6,1,1,6,0,"trapezoid",2,36.4818217962866,36.5803333340516,37.6229726727198
10,7,1,1,6,0,"trapezoid",2,35.0774432069928,35.4648162554738,36.3668180130835
10,8,1,1,6,0,"trapezoid",2,37.2379222660922,37.2614492900676,38.1927630050665
10,9,1,1,6,0,"trapezoid",2,37.5845386734611,37.4284502570114,38.4435721286026
10,10,1,1,6,0,"trapezoid",2,35.6415261021129,37.1381673188409,38.1149137902434
10,11,1,1,6,0,"trapezoid",2,34.3385234556379,35.6648341143345,36.9609730780458
10,12,1,1,6,0,"trapezoid",2,32.9082602092914,35.361235231081,36.659464448054
10,13,1,1,6,0,"trapezoid",2,33.3122078942136,36.0228969603982,37.0962101992166
10,14,1,1,6,0,"trapezoid",2,26.2976293599878,31.6627409063411,30.1091738591687
10,15,1,1,6,0,"trapezoid",2,32.7589722139765,35.5393143834983,36.6989830265768
10,16,1,1,6,0,"trapezoid",2,36.4097021668709,36.5192712512472,37.6948407984912
10,17,1,1,6,0,"trapezoid",2,38.5751729113243,38.1000549629285,38.726047944729
10,18,1,1,6,0,"trapezoid",2,28.6057434345432,32.7104805374208,31.8211799478931
10,19,1,1,6,0,"trapezoid",2,38.2160002582002,38.0388792331222,38.7747506526231
10,20,1,1,6,0,"trapezoid",2,31.8080433502798,34.5713373410011,34.8997889377217
10,21,1,1,6,0,"trapezoid",2,32.3744606663558,34.4362895382073,34.7647919249614
10,22,1,1,6,0,"trapezoid",2,26.6543364134765,32.8315139920409,32.1494375082775
10,23,1,1,6,0,"trapezoid",2,36.450262898076,36.5692214007183,37.8211697543764
10,24,1,1,6,0,"trapezoid",2,37.9772794493849,38.1793484910753,38.8181495449887
10,25,1,1,6,0,"trapezoid",2,34.4552390326965,35.4302533181154,36.5875991504067
10,26,1,1,6,0,"trapezoid",2,36.0257181890954,37.0840538989182,37.9783692517247
10,27,1,1,6,0,"trapezoid",2,34.3811102056085,34.9979301596862,35.7226406016632
10,28,1,1,6,0,"trapezoid",2,35.4645665919464,36.3151102810826,37.4254427788449
10,29,1,1,6,0,"trapezoid",2,35.2018746439937,36.042014427706,37.0072854204877
10,30,1,1,6,0,"trapezoid",2,36.5974669900232,35.7448735631025,36.7711543861681
10,31,1,1,6,0,"trapezoid",2,34.1530740554494,35.6087822812787,36.8600353101134
10,32,1,1,6,0,"trapezoid",2,35.8113038731637,37.3879030627913,38.5071130111307
10,33,1,1,6,0,"trapezoid",2,36.4776992384393,36.6481109110877,37.9311305417178
10,34,1,1,6,0,"trapezoid",2,35.4526127004854,37.0942593456399,38.1227894261825
10,35,1,1,6,0,"trapezoid",2,37.5752475017151,36.3142628984817,37.3221799036075
10,36,1,1,6,0,"trapezoid",2,36.1341669387235,36.5468983168448,37.6211587358856
10,37,1,1,6,0,"trapezoid",2,38.0746090271521,37.8652352608658,38.6051217923393
10,38,1,1,6,0,"trapezoid",2,35.5494688814454,36.4375169060765,37.7602303547238
10,39,1,1,6,0,"trapezoid",2,35.9398902802732,37.297877898614,38.3744558032473
10,40,1,1,6,0,"trapezoid",2,36.6901475366506,36.859310554527,37.84483529098
10,41,1,1,6,0,"trapezoid",2,36.2383295553164,36.8366532454543,37.5964255008389
10,42,1,1,6,0,"trapezoid",2,38.160371739102,37.4236939313942,38.2187497687313
10,43,1,1,6,0,"trapezoid",2,34.1770592983362,35.8096168400748,37.0428004180774
10,44,1,1,6,0,"trapezoid",2,32.5982196759222,35.0641414735627,35.7163261006119
10,45,1,1,6,0,"trapezoid",2,37.5596778679609,37.7077151375914,38.4132156013537
10,46,1,1,6,0,"trapezoid",2,37.1076861459073,36.8520912813319,37.8937680867525
10,47,1,1,6,0,"trapezoid",2,37.7719279239415,37.6974777692114,38.5896979000229
10,48,1,1,6,0,"trapezoid",2,25.1596393628229,30.7159264710717,26.8857401302946
10,49,1,1,6,0,"trapezoid",2,32.7290577780227,35.7965342750165,36.3667684247664
10,50,1,1,6,0,"trapezoid",2,37.1065394230333,37.2836851271369,38.2634481368848
10,51,1,1,6,0,"trapezoid",2,36.9735519977537,36.3764191394984,37.524105903933
10,52,1,1,6,0,"trapezoid",2,34.9463322507701,35.7783653564411,36.9372775568822
10,53,1,1,6,0,"trapezoid",2,34.558352056042,35.7386812244785,36.9194709354605
10,54,1,1,6,0,"trapezoid",2,37.9010654475472,37.4315805116696,38.3232146054181
10,55,1,1,6,0,"trapezoid",2,32.8064247740832,35.6524298592449,36.6519034384569
10,56,1,1,6,0,"trapezoid",2,37.9021824943384,37.9004210906083,38.7885298385517
10,57,1,1,6,0,"trapezoid",2,31.9796974989096,33.0519958227068,32.1009803951789
10,58,1,1,6,0,"trapezoid",2,36.4724267159883,36.7922727302645,37.9635075949172
10,59,1,1,6,0,"trapezoid",2,34.4015573621625,34.5552875221834,35.1376516230391
10,60,1,1,6,0,"trapezoid",2,36.7807006735254,36.6888110111113,37.840158734917
10,61,1,1,6,0,"trapezoid",2,33.2099856132132,35.8828737054358,36.8736778273784
10,62,1,1,6,0,"trapezoid",2,34.39948859572,35.353590814048,36.47310073804
10,63,1,1,6,0,"trapezoid",2,31.931070620655,34.4110644088091,35.1778149587063
10,64,1,1,6,0,"trapezoid",2,30.4337976186164,33.8116495642949,33.8571983672165
10,65,1,1,6,0,"trapezoid",2,36.5158448615044,36.9131344452122,37.6294655264074
10,66,1,1,6,0,"trapezoid",2,38.3060437933781,37.8853234555347,38.7235771666165
10,67,1,1,6,0,"trapezoid",2,36.5872000844762,37.0340167945198,37.9999275866706
10,68,1,1,6,0,"trapezoid",2,38.5150707293528,38.2312897642712,38.8634999216658
10,69,1,1,6,0,"trapezoid",2,37.9020706238122,37.6200773019451,38.4227782049546
10,70,1,1,6,0,"trapezoid",2,36.7017639596108,37.5302788042089,38.5924002453761
10,71,1,1,6,0,"trapezoid",2,37.9127462800508,37.8603440530515,38.6535267343139
10,72,1,1,6,0,"trapezoid",2,36.5917366928282,37.4536618817931,38.4357842100766
10,73,1,1,6,0,"trapezoid",2,38.5030149173428,37.4862657244396,38.287410372933
10,74,1,1,6,0,"trapezoid",2,34.7284095254466,35.3220791715419,36.2849578650794
10,75,1,1,6,0,"trapezoid",2,34.1447164423225,36.0415471066971,37.0483972118036
10,76,1,1,6,0,"trapezoid",2,38.8689437124239,38.3820374992991,38.9503583251765
10,77,1,1,6,0,"trapezoid",2,35.8115029928479,36.2568728151713,37.2873233487017
10,78,1,1,6,0,"trapezoid",2,36.0248689037602,36.7092025178678,37.6049686150755
10,79,1,1,6,0,"trapezoid",2,37.0308688962643,36.1671438715175,37.247959411549
10,80,1,1,6,0,"trapezoid",2,37.8180667085404,38.0337275153106,38.7900175079262
10,81,1,1,6,0,"trapezoid",2,37.1863711029072,37.4123266604739,38.4782627814141
10,82,1,1,6,0,"trapezoid",2,38.3770042740706,37.8334866840617,38.5938615001309
10,83,1,1,6,0,"trapezoid",2,37.8876756420763,37.3052865871057,38.063009756904
10,84,1,1,6,0,"trapezoid",2,35.3172519702394,36.2386121346877,37.3813009520504
10,85,1,1,6,0,"trapezoid",2,37.0192617633378,36.4605759538856,37.3943214259356
10,86,1,1,6,0,"trapezoid",2,36.035131528643,37.2855376237294,38.4052724983015
10,87,1,1,6,0,"trapezoid",2,27.0417818828827,31.8085500555401,30.0598776485717
10,88,1,1,6,0,"trapezoid",2,28.1375953830734,33.2545314384462,32.5397808024252
10,89,1,1,6,0,"trapezoid",2,31.9903739695997,34.2808924562069,34.1317296972199
10,90,1,1,6,0,"trapezoid",2,37.254634811144,37.6557504325103,38.4641431634638
10,91,1,1,6,0,"trapezoid",2,31.6951240954158,33.6535225823533,33.5583947242068
10,92,1,1,6,0,"trapezoid",2,36.5875347612477,36.8032371063392,37.9071274728247
10,93,1,1,6,0,"trapezoid",2,36.8164844994807,36.1754232551914,37.30280909891
10,94,1,1,6,0,"trapezoid",2,34.0421037428676,35.6979212568428,36.4739968204566
10,95,1,1,6,0,"trapezoid",2,33.5081205390497,34.7311559835534,35.0504170494256
10,96,1,1,6,0,"trapezoid",2,29.0517735589574,33.378573355797,32.4305685229179
10,97,1,1,6,0,"trapezoid",2,29.5792076808678,33.5515301415668,33.7130475735259
10,98,1,1,6,0,"trapezoid",2,37.257680769381,37.0689003447222,38.1100909977343
10,99,1,1,6,0,"trapezoid",2,38.5395175138103,38.1284512430107,38.7185001361594
10,100,1,1,6,0,"trapezoid",2,38.8838742122806,38.6722740040924,39.0275324565701
20,1,1,1,2,0,"trapezoid",2,11.7532237727807,11.4580480354329,12.0984843566012
20,2,1,1,2,0,"trapezoid",2,8.97381422294416,9.39855442138939,8.55728054664075
20,3,1,1,2,0,"trapezoid",2,12.3771124790549,11.9892260448987,12.4743489868932
20,4,1,1,2,0,"trapezoid",2,13.4289686359559,10.8405446256836,11.3270637990249
20,5,1,1,2,0,"trapezoid",2,8.59277248158162,10.3278617775817,10.4076404609314
20,6,1,1,2,0,"trapezoid",2,10.79409722885,10.0700015609715,10.1646269201676
20,7,1,1,2,0,"trapezoid",2,15.6579546465339,9.26997624341155,9.10644145936832
20,8,1,1,2,0,"trapezoid",2,13.4582807885439,10.1366693244876,9.85587548671749
20,9,1,1,2,0,"trapezoid",2,12.5500081472892,11.0203953758564,11.5179240613037
20,10,1,1,2,0,"trapezoid",2,11.1085140736833,11.0524036852098,11.6148675180676
